community_area_name,community_area,year,gang_dominant,n_gangs_present,pct_area_gang_control,n_dv_crimes,n_homicides,n_arrests,gang_map_year_used,imputed_gang_map,n_shoot_total,n_fem_shoot,n_fem_shoot_res,n_fem_shoot_pub,n_fem_shoot_fatal,n_male_shoot,n_dv_check,n_dv_res,n_dv_pub,n_dv_homicide,n_dv_arrested,total_pop,pop_black,pop_white,pop_latino,pop_female,median_hh_income,per_capita_income,pct_black,pct_white,pct_latino,pct_female,pct_poverty,pct_unemp_young,pct_bachelor_plus,area_km2,pop_density_per_km2,dv_consistency_ratio,arrest_rate_dv,dv_per_100k,fem_shoot_per_100k_female,gang_family
ALBANY PARK,14,2022,LATIN KINGS,7,0.33214528562131657,385,6,58,2022,0,32,6,0,6,1,26,385,323,53,0,63,47663,2222,21405,21083,23390,79560.2343956528,38400.59406667646,0.04661897069005308,0.4490904894782116,0.44233472504878,0.490737049703124,0.1335122732585826,0.1007532956685499,0.4233596765300496,4.974257778459946,9581.932043489049,1,0.16363636363636364,807.7544426494346,25.65198802907225,People Nation
ALBANY PARK,14,2023,LATIN KINGS,7,0.3319228840193439,463,5,80,2023,0,15,4,3,1,3,11,463,375,75,2,81,47663,2222,21405,21083,23390,79560.2343956528,38400.59406667646,0.04661897069005308,0.4490904894782116,0.44233472504878,0.490737049703124,0.1335122732585826,0.1007532956685499,0.4233596765300496,4.974257778459946,9581.932043489049,1,0.17494600431965443,971.4033946667225,17.101325352714834,People Nation
ALBANY PARK,14,2024,LATIN KINGS,6,0.33201007809830296,438,6,86,2024,0,20,2,0,2,1,18,438,370,50,0,95,47663,2222,21405,21083,23390,79560.2343956528,38400.59406667646,0.04661897069005308,0.4490904894782116,0.44233472504878,0.490737049703124,0.1335122732585826,0.1007532956685499,0.4233596765300496,4.974257778459946,9581.932043489049,1,0.21689497716894976,918.9518074816943,8.550662676357417,People Nation
PORTAGE PARK,15,2008,LATIN KINGS,4,0.11750195708217363,938,1,0,2008,0,1,0,0,0,0,1,938,759,148,0,223,63644,1383,40401,23986,32967,52277.118110112504,23616.435327760668,0.02173024951291559,0.6347966815410722,0.3768776318270379,0.5179906982590661,0.146036489462095,0.16508152173913043,0.2327564867115242,10.237591538792556,6216.6965500467995,1,0.23773987206823027,1473.8231412230532,0,People Nation
PORTAGE PARK,15,2009,LATIN KINGS,4,0.11750195708217363,884,0,0,2009,0,0,0,0,0,0,0,884,726,123,0,235,63839.75,1266.75,41145.5,24734.5,32931.25,53095.012356778425,23827.197683366096,0.01985985827411581,0.6444236787563442,0.3873503560508859,0.5158619839128414,0.14600415247788767,0.16508152173913043,0.2327564867115242,10.237591538792556,6235.817258199519,1,0.2658371040723982,1384.7172020567125,0,People Nation
PORTAGE PARK,15,2010,LATIN KINGS,4,0.1136827115825626,839,2,0,2010,0,10,0,0,0,0,10,839,662,134,0,207,64035.5,1150.5,41890,25483,32895.5,53912.90660344435,24037.96003897152,0.01798946703531603,0.6540506759716164,0.3978230802747339,0.5137332695666168,0.14597181549368035,0.16508152173913043,0.2327564867115242,10.237591538792556,6254.937966352239,1,0.2467222884386174,1310.2107424787812,0,People Nation
PORTAGE PARK,15,2011,NA,NA,NA,746,2,0,2010,1,10,1,0,1,1,9,746,600,108,2,174,64231.25,1034.25,42634.5,26231.5,32859.75,54730.800850110274,24248.722394576947,0.01611907579651626,0.6636776731868885,0.408295804498582,0.5116045552203923,0.14593947850947303,0.16508152173913043,0.2327564867115242,10.237591538792556,6274.058674504958,1,0.23324396782841822,1161.428432421913,3.043236786646277,NA
PORTAGE PARK,15,2012,SPANISH FOUR CORNER HUSTLERS,3,0.37651872841490264,638,4,0,2012,0,11,2,1,1,0,9,638,528,73,0,108,64427,918,43379,26980,32824,55548.695096776195,24459.484750182375,0.01424868455771648,0.6733046704021606,0.41876852872243,0.5094758408741676,0.1459071415252657,0.16508152173913043,0.2327564867115242,10.237591538792556,6293.179382657677,1,0.16927899686520376,990.2680553184225,6.093102607847916,People Nation
PORTAGE PARK,15,2013,NA,NA,NA,660,3,0,2012,1,14,1,0,1,0,13,660,536,102,1,141,64560.5,962.75,43997.5,26985,32805,58083.30690547034,25884.76458401884,0.01490827724581465,0.6814420732515827,0.4179848954873437,0.5081363444877711,0.13777042151148752,0.15090150500888477,0.2503897406878056,10.237591538792556,6306.219559098995,1,0.21363636363636362,1022.2969152965048,3.0483158055174515,NA
PORTAGE PARK,15,2014,SPANISH FOUR CORNER HUSTLERS,6,0.19408670467929703,561,2,110,2014,0,8,0,0,0,0,8,561,443,92,0,150,64694,1007.5,44616,26990,32786,60617.91871416449,27310.044417855308,0.01556786993391281,0.6895794761010048,0.41720126225225734,0.5067968481013747,0.1296337014977093,0.1367214882786391,0.268022994664087,10.237591538792556,6319.259735540313,1,0.26737967914438504,867.1592419698891,0,People Nation
PORTAGE PARK,15,2015,SPANISH FOUR CORNER HUSTLERS,4,0.19403419787816528,90,3,6,2015,0,10,0,0,0,0,10,90,74,13,0,19,64827.5,1052.25,45234.5,26995,32767,63152.53052285864,28735.324251691774,0.01622746262201097,0.697716878950427,0.416417629017171,0.5054573517149783,0.12149698148393112,0.1225414715483934,0.2856562486403684,10.237591538792556,6332.299911981631,1,0.2111111111111111,138.82997184836682,0,People Nation
PORTAGE PARK,15,2016,SPANISH FOUR CORNER HUSTLERS,4,0.11331709583117582,588,1,81,2016,0,15,0,0,0,0,15,588,472,82,0,108,64961,1097,45853,27000,32748,65687.14233155278,30160.60408552824,0.01688705531010914,0.7058542817998491,0.41563399578208465,0.5041178553285818,0.11336026147015292,0.10836145481814773,0.30328950261664983,10.237591538792556,6345.340088422949,1,0.1836734693877551,905.1584797032065,0,People Nation
PORTAGE PARK,15,2017,SPANISH FOUR CORNER HUSTLERS,3,0.11329975712684902,616,1,104,2017,0,14,2,1,1,1,12,616,493,90,1,121,64774,1115.5,43953.5,27131.5,32661.25,70864.82693772287,32242.298683413308,0.01722433715869105,0.6783286211189368,0.41889226991989553,0.5042349661775757,0.10942645636309407,0.10125666853196869,0.31639389380346616,10.237591538792556,6327.074073482676,1,0.19642857142857142,950.9988575663075,6.123464349955988,People Nation
PORTAGE PARK,15,2018,SPANISH FOUR CORNER HUSTLERS,4,0.11331705079700669,640,1,116,2018,0,17,2,0,2,1,15,640,532,83,1,134,64587,1134,42054,27263,32574.5,76042.51154389296,34323.993281298375,0.01756161900727296,0.6508029604380243,0.4221505440577064,0.5043520770265695,0.1054926512560352,0.09415188224578964,0.3294982849902825,10.237591538792556,6308.808058542402,1,0.209375,990.9114837351169,6.139771907473637,People Nation
PORTAGE PARK,15,2019,SPANISH FOUR CORNER HUSTLERS,4,0.1133170507970067,624,3,110,2019,0,8,0,0,0,0,8,624,512,82,0,119,64400,1152.5,40154.5,27394.5,32487.75,81220.19615006307,36405.687879183446,0.01789890085585488,0.6232772997571119,0.4254088181955173,0.5044691878755634,0.10155884614897634,0.08704709595961059,0.34260267617709883,10.237591538792556,6290.5420436021295,1,0.1907051282051282,968.9440993788819,0,People Nation
PORTAGE PARK,15,2020,SPANISH FOUR CORNER HUSTLERS,4,0.11331705079700669,582,6,98,2020,0,18,1,0,1,0,17,582,469,85,0,111,64213,1171,38255,27526,32401,86397.88075623316,38487.38247706851,0.01823618270443679,0.5957516390761995,0.4286670923333281,0.5045862987245573,0.09762504104191748,0.07994230967343155,0.35570706736391516,10.237591538792556,6272.276028661856,1,0.19072164948453607,906.3585255322131,3.086324496157526,People Nation
PORTAGE PARK,15,2021,SPANISH FOUR CORNER HUSTLERS,4,0.11331705079700669,546,3,76,2021,0,25,3,1,2,1,22,546,443,87,0,84,64213,1171,38255,27526,32401,86397.88075623316,38487.38247706851,0.01823618270443679,0.5957516390761995,0.4286670923333281,0.5045862987245573,0.09762504104191748,0.07994230967343155,0.35570706736391516,10.237591538792556,6272.276028661856,1,0.15384615384615385,850.295111581767,9.258973488472577,People Nation
PORTAGE PARK,15,2022,SPANISH FOUR CORNER HUSTLERS,4,0.11331705079700669,631,3,96,2022,0,13,3,0,3,2,10,631,512,89,0,102,64213,1171,38255,27526,32401,86397.88075623316,38487.38247706851,0.01823618270443679,0.5957516390761995,0.4286670923333281,0.5045862987245573,0.09762504104191748,0.07994230967343155,0.35570706736391516,10.237591538792556,6272.276028661856,1,0.16164817749603805,982.667061186987,9.258973488472577,People Nation
PORTAGE PARK,15,2023,SPANISH FOUR CORNER HUSTLERS,4,0.11320365991280606,611,3,82,2023,0,10,2,1,1,1,8,611,497,88,0,100,64213,1171,38255,27526,32401,86397.88075623316,38487.38247706851,0.01823618270443679,0.5957516390761995,0.4286670923333281,0.5045862987245573,0.09762504104191748,0.07994230967343155,0.35570706736391516,10.237591538792556,6272.276028661856,1,0.16366612111292964,951.5207201034059,6.172648992315052,People Nation
PORTAGE PARK,15,2024,SPANISH FOUR CORNER HUSTLERS,4,0.11331705079700669,557,1,108,2024,0,8,2,0,2,1,6,557,461,87,1,118,64213,1171,38255,27526,32401,86397.88075623316,38487.38247706851,0.01823618270443679,0.5957516390761995,0.4286670923333281,0.5045862987245573,0.09762504104191748,0.07994230967343155,0.35570706736391516,10.237591538792556,6272.276028661856,1,0.2118491921005386,867.4255991777366,6.172648992315052,People Nation
IRVING PARK,16,2008,LA FAMILIA STONES,3,0.20090561780394012,740,2,0,2008,0,2,0,0,0,0,2,740,597,117,0,204,54853,2034,31591,23889,27397,55268.59803474742,26713.397061236396,0.03708092538238565,0.5759210982079376,0.43550945253678014,0.4994621989681513,0.11206896551724138,0.09671162017365602,0.3428615455736189,8.325203347574597,6588.788010322951,1,0.2756756756756757,1349.0602154850235,0,Folk Nation
IRVING PARK,16,2009,LA FAMILIA STONES,3,0.20090561780394012,671,2,0,2009,0,2,0,0,0,0,2,671,524,125,0,181,55262.25,1982.5,34068,24556.25,27699.25,54060.369047391774,26535.275362753284,0.03590062145757167,0.6155972230186723,0.4441661662303422,0.5011942771248565,0.11881828261423022,0.09671162017365602,0.3428615455736189,8.325203347574597,6637.945968743177,1,0.2697466467958271,1214.210423933155,0,Folk Nation
IRVING PARK,16,2010,LA FAMILIA STONES,4,0.23590860962198737,677,2,0,2010,0,17,2,1,0,1,15,677,552,101,0,179,55671.5,1931,36545,25223.5,28001.5,52852.14006003612,26357.153664270172,0.0347203175327577,0.6552733478294069,0.4528228799239043,0.5029263552815619,0.12556759971121906,0.09671162017365602,0.3428615455736189,8.325203347574597,6687.103927163404,1,0.26440177252584934,1216.0620784422908,7.1424745102940905,Folk Nation
IRVING PARK,16,2011,NA,NA,NA,613,3,0,2010,1,14,2,0,2,1,12,613,463,123,0,164,56080.75,1879.5,39022,25890.75,28303.75,51643.91107268048,26179.03196578706,0.03354001360794373,0.6949494726401416,0.4614795936174664,0.5046584334382673,0.13231691680820787,0.09671162017365602,0.3428615455736189,8.325203347574597,6736.26188558363,1,0.26753670473083196,1093.0666940081937,7.066201475069557,NA
IRVING PARK,16,2012,LA FAMILIA STONES,4,0.20491640476942077,571,2,0,2012,0,16,0,0,0,0,16,571,468,77,0,125,56490,1828,41499,26558,28606,50435.682085324835,26000.91026730395,0.03235970968312975,0.7346255974508763,0.4701363073110285,0.5063905115949726,0.1390662339051967,0.09671162017365602,0.3428615455736189,8.325203347574597,6785.419844003856,1,0.21891418563922943,1010.798371393167,0,Folk Nation
IRVING PARK,16,2013,NA,NA,NA,495,2,0,2012,1,7,1,0,1,0,6,495,410,65,0,111,55783.75,1807.75,41130,25579.25,28181.5,54653.8392589531,28254.98936683406,0.03240823376705243,0.7374175349930301,0.4580853200202135,0.5051446026937139,0.12999846088439865,0.08897379569418964,0.3582328622861904,8.325203347574597,6700.587081305543,1,0.22424242424242424,887.3551885629777,3.5484271596614803,NA
IRVING PARK,16,2014,LA FAMILIA STONES,5,0.2047193635585013,426,1,72,2014,0,10,0,0,0,0,10,426,320,82,0,91,55077.5,1787.5,40761,24600.5,27757,58871.99643258136,30509.068466364173,0.03245675785097511,0.7402094725351838,0.4460343327293985,0.5038986937924551,0.1209306878636006,0.08123597121472328,0.37360417899876186,8.325203347574597,6615.754318607229,1,0.2136150234741784,773.4555853116063,0,Folk Nation
IRVING PARK,16,2015,LA FAMILIA STONES,5,0.17035165363098803,104,7,6,2015,0,14,0,0,0,0,14,104,83,14,0,16,54371.25,1767.25,40392,23621.75,27332.5,63090.15360620961,32763.147565894284,0.03250528193489779,0.7430014100773376,0.4339833454385836,0.5026527848911964,0.11186291484280252,0.07349814673525691,0.3889754957113334,8.325203347574597,6530.921555908916,1,0.15384615384615385,191.2775593719107,0,Folk Nation
IRVING PARK,16,2016,LA FAMILIA STONES,5,0.17035167381372365,494,5,75,2016,0,21,2,1,1,0,19,494,373,95,0,85,53665,1747,40023,22643,26908,67308.31077983788,35017.226665424394,0.03255380601882046,0.7457933476194913,0.4219323581477686,0.5014068759899376,0.10279514182200448,0.06576032225579054,0.40434681242390486,8.325203347574597,6446.0887932106025,1,0.1720647773279352,920.525482157831,7.432733759476735,Folk Nation
IRVING PARK,16,2017,LA FAMILIA STONES,5,0.17035167381372365,484,2,65,2017,0,10,0,0,0,0,10,484,382,81,0,82,53644.75,1829,37813.5,22145.5,26878.5,72905.99134760609,38342.83774037167,0.03409641602501412,0.7048408676868491,0.4128073232540035,0.5010458258488283,0.09873399750197462,0.06702197157257783,0.4215681705897838,8.325203347574597,6443.656420191642,1,0.16942148760330578,902.231812059894,0,Folk Nation
IRVING PARK,16,2018,LA FAMILIA STONES,6,0.20979126194500225,424,0,56,2018,0,17,3,0,3,0,14,424,334,67,0,55,53624.5,1911,35604,21648,26849,78503.67191537429,41668.448815318945,0.03563902603120778,0.6638883877542068,0.4036822883602385,0.5006847757077189,0.09467285318194477,0.06828362088936513,0.4387895287556628,8.325203347574597,6441.224047172682,1,0.12971698113207547,790.6833630150397,11.173600506536557,Folk Nation
IRVING PARK,16,2019,LA FAMILIA STONES,6,0.20979126194500228,415,3,65,2019,0,13,0,0,0,0,13,415,322,68,0,70,53604.25,1993,33394.5,21150.5,26819.5,84101.3524831425,44994.05989026622,0.03718163603740145,0.6229359078215644,0.39455725346647336,0.5003237255666095,0.09061170886191491,0.06954527020615243,0.45601088692154174,8.325203347574597,6438.791674153721,1,0.1686746987951807,774.1923448234048,0,Folk Nation
IRVING PARK,16,2020,LA FAMILIA STONES,6,0.20979126194500228,380,2,45,2020,0,21,4,0,4,0,17,380,304,56,0,56,53584,2075,31185,20653,26790,89699.03305091072,48319.670965213496,0.0387242460435951,0.5819834278889221,0.38543221857270826,0.49996267542550016,0.08655056454188506,0.07080691952293973,0.4732322450874207,8.325203347574597,6436.35930113476,1,0.14736842105263157,709.1669154971634,14.930944382232175,Folk Nation
IRVING PARK,16,2021,LA FAMILIA STONES,6,0.20979126194500228,411,2,52,2021,0,25,5,0,5,0,20,411,323,73,0,55,53584,2075,31185,20653,26790,89699.03305091072,48319.670965213496,0.0387242460435951,0.5819834278889221,0.38543221857270826,0.49996267542550016,0.08655056454188506,0.07080691952293973,0.4732322450874207,8.325203347574597,6436.35930113476,1,0.13381995133819952,767.0200059719319,18.66368047779022,Folk Nation
IRVING PARK,16,2022,LA FAMILIA STONES,6,0.20979126194500228,388,3,55,2022,0,25,5,1,2,1,20,388,306,63,0,63,53584,2075,31185,20653,26790,89699.03305091072,48319.670965213496,0.0387242460435951,0.5819834278889221,0.38543221857270826,0.49996267542550016,0.08655056454188506,0.07080691952293973,0.4732322450874207,8.325203347574597,6436.35930113476,1,0.16237113402061856,724.0967452971036,18.66368047779022,Folk Nation
IRVING PARK,16,2023,LA FAMILIA STONES,6,0.2099789674849057,458,2,67,2023,0,17,2,0,2,0,15,458,372,69,1,85,53584,2075,31185,20653,26790,89699.03305091072,48319.670965213496,0.0387242460435951,0.5819834278889221,0.38543221857270826,0.49996267542550016,0.08655056454188506,0.07080691952293973,0.4732322450874207,8.325203347574597,6436.35930113476,1,0.185589519650655,854.7327560465811,7.4654721911160875,Folk Nation
IRVING PARK,16,2024,LA FAMILIA STONES,4,0.13760830529870954,434,2,68,2024,0,15,1,0,1,0,14,434,362,58,0,90,53584,2075,31185,20653,26790,89699.03305091072,48319.670965213496,0.0387242460435951,0.5819834278889221,0.38543221857270826,0.49996267542550016,0.08655056454188506,0.07080691952293973,0.4732322450874207,8.325203347574597,6436.35930113476,1,0.2073732718894009,809.9432666467602,3.7327360955580438,Folk Nation
DUNNING,17,2008,NA,NA,NA,403,0,0,2008,0,0,0,0,0,0,0,403,322,55,0,97,42644,518,35208,9010,21073,61763.62866991839,26347.31633993059,0.01214707813525935,0.825626113872995,0.21128411968858457,0.4941609605102711,0.07677039767491316,0.10977771716896224,0.22855579516559915,9.62432771696596,4430.854939075515,1,0.24069478908188585,945.033298940062,0,NA
DUNNING,17,2009,NA,NA,NA,388,1,0,2009,0,1,1,0,1,1,0,388,318,61,0,85,42746.25,569.75,35691.75,9571.25,21218.75,61544.18415893195,26317.675261590917,0.01332023590035516,0.8349014194232816,0.2238185818343547,0.49637270050023286,0.0850436697559752,0.10977771716896224,0.22855579516559915,9.62432771696596,4441.479057767957,1,0.2190721649484536,907.6819604058836,4.712812960235641,NA
DUNNING,17,2010,MANIAC LATIN DISCIPLES,1,0.00429353455713188,385,3,0,2010,0,4,0,0,0,0,4,385,319,56,0,90,42848.5,621.5,36175.5,10132.5,21364.5,61324.73964794552,26288.03418325124,0.01449339366545096,0.8441767249735681,0.23635304398012488,0.4985844404901947,0.09331694183703726,0.10977771716896224,0.22855579516559915,9.62432771696596,4452.103176460398,1,0.23376623376623376,898.514533764309,0,Folk Nation
DUNNING,17,2011,NA,NA,NA,359,0,0,2010,1,1,0,0,0,0,1,359,296,48,0,78,42950.75,673.25,36659.25,10693.75,21510.25,61105.29513695908,26258.39310491157,0.01566655143054677,0.8534520305238547,0.248887506125895,0.5007961804801564,0.1015902139180993,0.10977771716896224,0.22855579516559915,9.62432771696596,4462.727295152839,1,0.21727019498607242,835.8410505055208,0,NA
DUNNING,17,2012,NA,NA,NA,316,1,0,2012,0,1,1,1,0,1,0,316,264,39,1,67,43053,725,37143,11255,21656,60885.85062597264,26228.7520265719,0.01683970919564258,0.8627273360741412,0.26142196827166514,0.5030079204701182,0.10986348599916136,0.10977771716896224,0.22855579516559915,9.62432771696596,4473.351413845281,1,0.2120253164556962,733.979049079042,4.617657923900997,NA
DUNNING,17,2013,NA,NA,NA,304,1,0,2012,1,3,1,1,0,1,2,304,245,46,0,73,43298.5,847.5,36944.25,11717.25,21936,63202.08884378401,27363.891004146026,0.01952770400414649,0.8534040804591485,0.2704618435251977,0.506562174030345,0.10274207213268,0.09893125637370388,0.2382329049526617,9.62432771696596,4498.85968904327,1,0.24013157894736842,702.1028442093836,4.558716265499635,NA
DUNNING,17,2014,MANIAC LATIN DISCIPLES,1,3.688086498962899e-5,309,3,61,2014,0,4,3,3,0,3,1,309,269,37,2,83,43544,970,36745.5,12179.5,22216,65518.32706159538,28499.029981720152,0.0222156988126504,0.8440808248441558,0.27950171877873026,0.5101164275905719,0.09562065826619864,0.0880847955784455,0.2479100147397242,9.62432771696596,4524.367964241259,1,0.2686084142394822,709.6270439096087,13.503781058696434,Folk Nation
DUNNING,17,2015,MANIAC LATIN DISCIPLES,1,3.688086498962899e-5,56,0,0,2015,0,5,1,0,1,0,4,56,50,3,0,10,43789.5,1092.5,36546.75,12641.75,22496,67834.56527940676,29634.168959294275,0.02490369362115431,0.8347575692291632,0.2885415940322628,0.5136706811507986,0.08849924439971729,0.07723833478318712,0.2575871245267867,9.62432771696596,4549.876239439248,1,0.17857142857142858,127.88453853092636,4.445234708392603,Folk Nation
DUNNING,17,2016,MANIAC LATIN DISCIPLES,1,3.687929133401648e-5,311,1,44,2016,0,6,0,0,0,0,6,311,262,33,0,57,44035,1215,36348,13104,22776,70150.80349721812,30769.3079368684,0.02759168842965822,0.8254343136141705,0.2975814692857954,0.5172249347110254,0.08137783053323594,0.06639187398792876,0.26726423431384927,9.62432771696596,4575.384514637237,1,0.1832797427652733,706.2563869649142,0,Folk Nation
DUNNING,17,2017,MANIAC LATIN DISCIPLES,1,3.687929133401648e-5,313,0,71,2017,0,3,0,0,0,0,3,313,261,37,0,75,43669.75,1229.75,34387.5,13483,22538,73614.6581145282,32819.559709639136,0.02817485806837981,0.7864666310625563,0.3090366210605085,0.5160720340534222,0.0807131712129188,0.07075909536436428,0.2686351639064516,9.62432771696596,4537.433811924139,1,0.23961661341853036,716.7432833941115,0,Folk Nation
DUNNING,17,2018,MANIAC LATIN DISCIPLES,1,3.692128213791001e-5,365,0,73,2018,0,2,0,0,0,0,2,365,311,36,0,79,43304.5,1244.5,32427,13862,22300,77078.51273183826,34869.81148240987,0.02875802770710139,0.747498948510942,0.3204917728352217,0.514919133395819,0.08004851189260166,0.07512631674079982,0.27000609349905386,9.62432771696596,4499.483109211042,1,0.21643835616438356,842.8685240563914,0,Folk Nation
DUNNING,17,2019,MANIAC LATIN DISCIPLES,1,3.692128213791001e-5,300,6,41,2019,0,7,2,2,0,2,5,300,242,41,0,53,42939.25,1259.25,30466.5,14241,22062,80542.36734914832,36920.0632551806,0.02934119734582297,0.7085312659593278,0.3319469246099348,0.5137662327382158,0.07938385257228453,0.07949353811723536,0.2713770230916561,9.62432771696596,4461.532406497944,1,0.17666666666666667,698.6614810458963,9.065361254645998,Folk Nation
DUNNING,17,2020,MANIAC LATIN DISCIPLES,1,3.692128213791001e-5,279,3,43,2020,0,7,0,0,0,0,7,279,227,42,0,49,42574,1274,28506,14620,21824,84006.2219664584,38970.31502795133,0.02992436698454455,0.6695635834077136,0.3434020763846479,0.5126133320806125,0.07871919325196738,0.08386075949367089,0.27274795268425844,9.62432771696596,4423.5817037848465,1,0.17562724014336917,655.3295438530558,0,Folk Nation
DUNNING,17,2021,MANIAC LATIN DISCIPLES,1,3.692128213791001e-5,388,3,51,2021,0,9,0,0,0,0,9,388,330,48,0,57,42574,1274,28506,14620,21824,84006.2219664584,38970.31502795133,0.02992436698454455,0.6695635834077136,0.3434020763846479,0.5126133320806125,0.07871919325196738,0.08386075949367089,0.27274795268425844,9.62432771696596,4423.5817037848465,1,0.14690721649484537,911.354347723963,0,Folk Nation
DUNNING,17,2022,MANIAC LATIN DISCIPLES,1,3.692128213791001e-5,314,1,46,2022,0,3,1,1,0,0,2,314,259,43,0,48,42574,1274,28506,14620,21824,84006.2219664584,38970.31502795133,0.02992436698454455,0.6695635834077136,0.3434020763846479,0.5126133320806125,0.07871919325196738,0.08386075949367089,0.27274795268425844,9.62432771696596,4423.5817037848465,1,0.15286624203821655,737.5393432611453,4.5821114369501466,Folk Nation
DUNNING,17,2023,MANIAC LATIN DISCIPLES,1,3.9987382923364504e-09,310,0,40,2023,0,1,0,0,0,0,1,310,262,33,0,46,42574,1274,28506,14620,21824,84006.2219664584,38970.31502795133,0.02992436698454455,0.6695635834077136,0.3434020763846479,0.5126133320806125,0.07871919325196738,0.08386075949367089,0.27274795268425844,9.62432771696596,4423.5817037848465,1,0.14838709677419354,728.1439376145065,0,Folk Nation
DUNNING,17,2024,MANIAC LATIN DISCIPLES,1,3.692128213791001e-5,331,1,53,2024,0,4,0,0,0,0,4,331,286,36,0,60,42574,1274,28506,14620,21824,84006.2219664584,38970.31502795133,0.02992436698454455,0.6695635834077136,0.3434020763846479,0.5126133320806125,0.07871919325196738,0.08386075949367089,0.27274795268425844,9.62432771696596,4423.5817037848465,1,0.18126888217522658,777.4698172593602,0,Folk Nation
MONTCLARE,18,2008,MANIAC LATIN DISCIPLES,1,0.11228554296688437,199,1,0,2008,0,1,1,1,0,1,0,199,170,20,1,45,13071,617,8208,6404,6781,48462.891515568816,21257.2134496213,0.04720373345574172,0.6279550149185219,0.4899395608599189,0.5187820365695051,0.1163611260259262,0.1863493488998653,0.1640988892869939,2.5619420102919417,5101.989017507276,1,0.22613065326633167,1522.4542881187363,14.74708745022858,Folk Nation
MONTCLARE,18,2009,MANIAC LATIN DISCIPLES,1,0.11228554296688437,198,2,0,2009,0,2,0,0,0,0,2,198,158,30,0,53,13013.25,608.75,8180.75,6673.25,6723,46763.656448203095,20916.644861359277,0.04677351660270972,0.6286570711577388,0.5131127703334127,0.5165982096701194,0.12390196616241464,0.1863493488998653,0.1640988892869939,2.5619420102919417,5079.447523684229,1,0.2676767676767677,1521.5261368220852,0,Folk Nation
MONTCLARE,18,2010,MANIAC LATIN DISCIPLES,1,0.11228805983173684,194,1,0,2010,0,2,0,0,0,0,2,194,152,37,0,43,12955.5,600.5,8153.5,6942.5,6665,45064.42138083737,20576.076273097256,0.04634329974967771,0.6293591273969557,0.5362859798069065,0.5144143827707338,0.1314428062989031,0.1863493488998653,0.1640988892869939,2.5619420102919417,5056.906029861183,1,0.22164948453608246,1497.4335224422061,0,Folk Nation
MONTCLARE,18,2011,NA,NA,NA,152,0,0,2010,1,0,0,0,0,0,0,152,122,25,0,37,12897.75,592.25,8126.25,7211.75,6607,43365.18631347164,20235.507684835233,0.04591308289664571,0.6300611836361725,0.5594591892804003,0.5122305558713482,0.13898364643539152,0.1863493488998653,0.1640988892869939,2.5619420102919417,5034.364536038136,1,0.24342105263157895,1178.5001259909673,0,NA
MONTCLARE,18,2012,NA,NA,NA,141,0,0,2012,0,0,0,0,0,0,0,141,109,30,0,28,12840,584,8099,7481,6549,41665.95124610592,19894.93909657321,0.04548286604361371,0.6307632398753894,0.582632398753894,0.5100467289719626,0.14652448657187994,0.1863493488998653,0.1640988892869939,2.5619420102919417,5011.823042215089,1,0.19858156028368795,1098.1308411214952,0,NA
MONTCLARE,18,2013,NA,NA,NA,132,0,0,2012,1,1,0,0,0,0,1,132,98,27,0,36,13082.75,558.25,8270.75,7727.25,6729,42559.35630982381,21617.943208100747,0.04281897742352195,0.6321123256418255,0.5902217105490206,0.5141149468086186,0.14291463842446583,0.16162322306679627,0.16401297309534937,2.5619420102919417,5106.575382051359,1,0.2727272727272727,1008.9621830272688,0,NA
MONTCLARE,18,2014,NA,NA,NA,93,0,17,2014,0,1,0,0,0,0,1,93,76,12,0,22,13325.5,532.5,8442.5,7973.5,6909,43452.761373541696,23340.94731962829,0.04015508880343019,0.6334614114082616,0.5978110223441471,0.5181831646452746,0.13930479027705173,0.13689709723372728,0.16392705690370485,2.5619420102919417,5201.32772188763,1,0.23655913978494625,697.9100221380061,0,NA
MONTCLARE,18,2015,NA,NA,NA,29,1,0,2015,0,5,1,1,0,1,4,29,26,3,0,7,13568.25,506.75,8614.25,8219.75,7089,44346.16643725959,25063.95143115583,0.03749120018333844,0.6348104971746977,0.6054003341392735,0.5222513824819306,0.13569494212963762,0.11217097140065826,0.16384114071206035,2.5619420102919417,5296.0800617239,1,0.2413793103448276,213.73426934203013,14.10636196924813,NA
MONTCLARE,18,2016,NA,NA,NA,137,0,25,2016,0,4,1,0,1,0,3,137,113,17,0,28,13811,481,8786,8466,7269,45239.57150097748,26786.95554268337,0.03482731156324668,0.6361595829411338,0.6129896459344001,0.5263196003185866,0.1320850939822235,0.08744484556758925,0.16375522452041583,2.5619420102919417,5390.832401560171,1,0.20437956204379562,991.9629281007891,13.757050488375292,NA
MONTCLARE,18,2017,NA,NA,NA,151,1,16,2017,0,6,1,1,0,0,5,151,122,22,0,26,13799.5,591.5,8357.25,8229.5,7214.5,52276.09887636878,28483.779606522152,0.0428840143662236,0.605543225164441,0.596320512692718,0.5227999980958233,0.12673564620367783,0.08416907557992528,0.1664021989158142,2.5619420102919417,5386.34361924043,1,0.17218543046357615,1094.2425450197472,13.860974426502183,NA
