community_area_name,community_area,year,gang_dominant,n_gangs_present,pct_area_gang_control,n_dv_crimes,n_homicides,n_arrests,gang_map_year_used,imputed_gang_map,n_shoot_total,n_fem_shoot,n_fem_shoot_res,n_fem_shoot_pub,n_fem_shoot_fatal,n_male_shoot,n_dv_check,n_dv_res,n_dv_pub,n_dv_homicide,n_dv_arrested,total_pop,pop_black,pop_white,pop_latino,pop_female,median_hh_income,per_capita_income,pct_black,pct_white,pct_latino,pct_female,pct_poverty,pct_unemp_young,pct_bachelor_plus,area_km2,pop_density_per_km2,dv_consistency_ratio,arrest_rate_dv,dv_per_100k,fem_shoot_per_100k_female,gang_family
OAKLAND,36,2008,BLACK DISCIPLES,3,0.17768214260760778,240,0,0,2008,0,0,0,0,0,0,0,240,187,45,0,30,2612,2428,106,29,1576,18127.712863705972,11616.947166921898,0.9295558958652372,0.04058192955589587,0.01110260336906585,0.6033690658499234,0.3844973138910207,0.4540337711069418,0.11726576311137302,1.5713650532801997,1662.2490073503236,1,0.125,9188.361408882083,0,Folk Nation
OAKLAND,36,2009,BLACK DISCIPLES,3,0.17768214260760798,225,1,0,2009,0,1,0,0,0,0,1,225,175,44,0,43,2775,2608.75,98.5,34.75,1701.5,18613.26871640693,11508.0302281326,0.938511897389124,0.03625752559829445,0.01230979566405428,0.6116873386031288,0.4166664903202263,0.4540337711069418,0.11726576311137302,1.5713650532801997,1765.9804729698117,1,0.19111111111111112,8108.108108108108,0,Folk Nation
OAKLAND,36,2010,GANGSTER DISCIPLES & BLACK DISCIPLES,1,0.19888618450815548,212,2,0,2010,0,7,0,0,0,0,7,212,163,33,0,35,2938,2789.5,91,40.5,1827,19098.82456910789,11399.113289343302,0.9474678989130108,0.03193312164069303,0.01351698795904272,0.6200056113563343,0.4488356667494319,0.4540337711069418,0.11726576311137302,1.5713650532801997,1869.7119385892995,1,0.1650943396226415,7215.793056501021,0,Folk Nation
OAKLAND,36,2011,NA,NA,NA,229,2,0,2010,1,8,1,0,1,0,7,229,183,39,0,40,3101,2970.25,83.5,46.25,1952.5,19584.380421808848,11290.196350554004,0.9564239004368976,0.02760871768309161,0.01472418025403116,0.6283238841095397,0.4810048431786376,0.4540337711069418,0.11726576311137302,1.5713650532801997,1973.443404208788,1,0.17467248908296942,7384.714608190907,51.21638924455826,NA
OAKLAND,36,2012,GANGSTER DISCIPLES,1,0.201770472836444,213,2,0,2012,0,15,3,0,3,0,12,213,160,42,0,34,3264,3151,76,52,2078,20069.936274509804,11181.279411764706,0.9653799019607844,0.02328431372549019,0.0159313725490196,0.6366421568627451,0.5131740196078431,0.4540337711069418,0.11726576311137302,1.5713650532801997,2077.174869828276,1,0.1596244131455399,6525.735294117648,144.36958614051971,Folk Nation
OAKLAND,36,2013,NA,NA,NA,187,0,0,2012,1,3,0,0,0,0,3,187,141,42,0,34,3226.25,3126,69,48.5,2040.25,21612.41413970825,12521.271878129664,0.969055806650479,0.02131803773549252,0.01500024801118648,0.6322358739914211,0.4495287639831069,0.4099697727746508,0.1348796647184176,1.5713650532801997,2053.1511715022903,1,0.18181818181818182,5796.203022084464,0,NA
OAKLAND,36,2014,GANGSTER DISCIPLES,1,0.3058953568610226,180,0,23,2014,0,13,3,0,3,0,10,180,150,20,0,31,3188.5,3101,62,45,2002.5,23154.892004906687,13861.264344494624,0.9727317113401736,0.01935176174549485,0.01406912347335336,0.6278295911200973,0.38588350835837065,0.36590577444235983,0.15249356632546218,1.5713650532801997,2029.1274731763044,1,0.17222222222222222,5645.287752861847,149.81273408239701,Folk Nation
OAKLAND,36,2015,GANGSTER DISCIPLES,1,0.12239966837879812,21,3,1,2015,0,8,0,0,0,0,8,21,15,3,0,4,3150.75,3076,55,41.5,1964.75,24697.369870105125,15201.256810859584,0.9764076160298684,0.01738548575549718,0.01313799893552024,0.6234233082487733,0.3222382527336344,0.3218417761100688,0.17010746793250675,1.5713650532801997,2005.1037748503184,1,0.19047619047619047,666.5079742918352,0,Folk Nation
OAKLAND,36,2016,GANGSTER DISCIPLES,1,0.1223997137643333,171,4,22,2016,0,10,1,0,1,0,9,171,134,32,1,24,3113,3051,48,38,1927,26239.847735303567,16541.249277224542,0.9800835207195632,0.01541920976549951,0.01220687439768711,0.6190170253774494,0.25859299710889816,0.2777777777777778,0.18772136953955135,1.5713650532801997,1981.080076524333,1,0.14035087719298245,5493.093478959203,51.89413596263622,Folk Nation
OAKLAND,36,2017,GANGSTER DISCIPLES,1,0.1223997137643333,192,0,15,2017,0,3,0,0,0,0,3,192,143,40,0,17,3133.25,3025.25,82.25,32.75,1919.25,26852.35793673128,17640.581447586534,0.9658077876905804,0.02604468284071825,0.01048577571060096,0.6126660251382843,0.29521753224399294,0.2653023598820059,0.2186751313545572,1.5713650532801997,1993.9669610568153,1,0.08854166666666667,6127.822548472034,0,Folk Nation
