Estimate,Std. Error,z value,Pr(>|z|),term
-0.21451330662369872,0.11060106760659201,-1.939522929260706,0.05243769528521871,ebin::tm1
-0.15633455408163352,0.08346449772172633,-1.8730664935270875,0.061059203530145524,ebin::t0
-0.09061857308413489,0.11955699111846306,-0.7579529414080475,0.44847915499694796,ebin::tp1
-0.013103594160929372,0.1485236676225623,-0.08822563010111661,0.929697346867224,ebin::tp2plus
0.016726552745552188,0.006352388540039857,2.6331123545297563,0.008460635417977223,n_gangs_present
