year,community_area,sex,age
2013,NEAR WEST SIDE,M,20-29
2013,HUMBOLDT PARK,M,40-49
2013,LOGAN SQUARE,M,30-39
2013,SOUTH LAWNDALE,M,20-29
2013,ROSELAND,M,40-49
2013,CHATHAM,M,0-19
2013,ROSELAND,M,20-29
2013,NORTH LAWNDALE,M,30-39
2013,BRIGHTON PARK,M,0-19
2013,DUNNING,M,20-29
2013,BELMONT CRAGIN,M,20-29
2013,SOUTH SHORE,M,20-29
2013,WOODLAWN,M,20-29
2013,WOODLAWN,F,0-19
2013,LOGAN SQUARE,M,20-29
2013,ROGERS PARK,M,20-29
2013,NEW CITY,F,0-19
2013,EAST GARFIELD PARK,M,20-29
2013,ARCHER HEIGHTS,M,20-29
2013,SOUTH LAWNDALE,M,0-19
2013,WEST ENGLEWOOD,M,30-39
2013,SOUTH CHICAGO,M,20-29
2013,CHATHAM,M,0-19
2013,WEST GARFIELD PARK,M,20-29
2013,OAKLAND,M,0-19
2013,HUMBOLDT PARK,M,20-29
2013,GRAND BOULEVARD,M,0-19
2013,AUBURN GRESHAM,M,0-19
2013,GREATER GRAND CROSSING,M,30-39
2013,HUMBOLDT PARK,M,40-49
2013,SOUTH SHORE,M,0-19
2013,AUBURN GRESHAM,M,20-29
2013,NEW CITY,M,30-39
2013,NEW CITY,M,0-19
2013,ENGLEWOOD,M,40-49
2013,WEST RIDGE,F,20-29
2013,EAST GARFIELD PARK,M,30-39
2013,ROSELAND,M,70-79
2013,RIVERDALE,M,20-29
2013,ASHBURN,M,20-29
2013,NEW CITY,M,0-19
2013,OAKLAND,M,0-19
2013,NEAR WEST SIDE,M,20-29
2013,CHICAGO LAWN,M,20-29
2013,CHICAGO LAWN,F,30-39
2013,EAST GARFIELD PARK,M,0-19
2013,SOUTH SHORE,M,0-19
2013,ENGLEWOOD,M,20-29
2013,AUSTIN,M,30-39
2013,GREATER GRAND CROSSING,M,0-19
2013,MORGAN PARK,M,0-19
2013,ROSELAND,M,0-19
2013,ROSELAND,M,20-29
2013,AUSTIN,M,30-39
2013,NORTH LAWNDALE,M,20-29
2013,WEST GARFIELD PARK,M,20-29
2013,HERMOSA,M,20-29
2013,WEST ENGLEWOOD,M,20-29
2013,WEST ENGLEWOOD,M,30-39
2013,GAGE PARK,M,20-29
2013,EAST GARFIELD PARK,M,20-29
2013,AUSTIN,M,0-19
2013,EAST GARFIELD PARK,M,40-49
2013,ROSELAND,F,20-29
2013,CHATHAM,F,20-29
2013,CHATHAM,F,40-49
2013,HUMBOLDT PARK,M,20-29
2013,NORTH LAWNDALE,M,0-19
2013,AUSTIN,M,20-29
2013,WASHINGTON HEIGHTS,M,20-29
2013,EAST GARFIELD PARK,M,20-29
2013,SOUTH LAWNDALE,M,30-39
2013,BELMONT CRAGIN,M,20-29
2013,CHICAGO LAWN,M,20-29
2013,WEST PULLMAN,M,20-29
2013,SOUTH LAWNDALE,M,0-19
2013,GRAND BOULEVARD,M,0-19
2013,LOWER WEST SIDE,M,0-19
2013,WOODLAWN,M,50-59
2013,NORTH LAWNDALE,M,20-29
2013,SOUTH SHORE,M,20-29
2013,SOUTH SHORE,M,0-19
2013,HUMBOLDT PARK,F,0-19
2013,CHICAGO LAWN,M,20-29
2013,AUBURN GRESHAM,M,0-19
2013,WASHINGTON PARK,M,30-39
2013,SOUTH CHICAGO,M,30-39
2013,NEW CITY,M,0-19
2013,NEW CITY,M,0-19
2013,SOUTH DEERING,M,20-29
2013,NORTH LAWNDALE,M,20-29
2013,CALUMET HEIGHTS,M,20-29
2013,HUMBOLDT PARK,M,30-39
2013,AUSTIN,M,20-29
2013,SOUTH LAWNDALE,M,30-39
2013,EAST SIDE,M,0-19
2013,WEST PULLMAN,M,20-29
2013,BELMONT CRAGIN,M,30-39
2013,SOUTH SHORE,M,20-29
2013,WEST LAWN,M,30-39
2013,GAGE PARK,M,40-49
2013,ENGLEWOOD,M,0-19
2013,NORTH LAWNDALE,M,20-29
2013,AVONDALE,M,20-29
2013,MORGAN PARK,M,0-19
2013,ENGLEWOOD,M,30-39
2013,WEST PULLMAN,M,0-19
2013,GAGE PARK,M,0-19
2013,SOUTH SHORE,M,20-29
2013,SOUTH SHORE,M,30-39
2013,SOUTH SHORE,M,40-49
2013,SOUTH SHORE,M,30-39
2013,SOUTH CHICAGO,M,20-29
2013,ENGLEWOOD,M,20-29
2013,WASHINGTON HEIGHTS,M,20-29
2013,HUMBOLDT PARK,M,30-39
2013,NEAR NORTH SIDE,M,20-29
2013,NORTH LAWNDALE,M,20-29
2013,GREATER GRAND CROSSING,M,30-39
2013,SOUTH LAWNDALE,M,30-39
2013,CALUMET HEIGHTS,M,0-19
2013,SOUTH LAWNDALE,M,30-39
2013,SOUTH LAWNDALE,M,20-29
2013,GAGE PARK,M,50-59
2013,GAGE PARK,M,20-29
2013,NORTH LAWNDALE,F,20-29
2013,KENWOOD,M,20-29
2013,GAGE PARK,M,20-29
2013,GAGE PARK,M,0-19
2013,PORTAGE PARK,M,20-29
2013,EDGEWATER,M,30-39
2013,WASHINGTON HEIGHTS,M,20-29
2013,NEAR WEST SIDE,M,30-39
2013,AUSTIN,M,20-29
2013,AUSTIN,M,30-39
2013,AUBURN GRESHAM,M,40-49
2013,EAST GARFIELD PARK,M,20-29
2013,AUBURN GRESHAM,M,20-29
2013,AUBURN GRESHAM,M,20-29
2013,KENWOOD,F,0-19
2013,KENWOOD,M,0-19
2013,ENGLEWOOD,M,20-29
2013,GREATER GRAND CROSSING,M,20-29
2013,GREATER GRAND CROSSING,M,20-29
2013,GREATER GRAND CROSSING,M,30-39
2013,GREATER GRAND CROSSING,M,20-29
2013,EAST SIDE,M,20-29
2013,CHICAGO LAWN,M,20-29
2013,WEST TOWN,M,30-39
2013,EAST GARFIELD PARK,M,30-39
2013,EAST GARFIELD PARK,M,30-39
2013,GREATER GRAND CROSSING,M,30-39
2013,AUBURN GRESHAM,M,20-29
2013,HERMOSA,M,20-29
2013,CHICAGO LAWN,M,20-29
2013,WASHINGTON HEIGHTS,M,20-29
2013,SOUTH CHICAGO,M,20-29
2013,SOUTH CHICAGO,M,0-19
2013,WEST GARFIELD PARK,M,20-29
2013,LOWER WEST SIDE,M,0-19
2013,AUSTIN,M,0-19
2013,WEST GARFIELD PARK,M,40-49
2013,SOUTH SHORE,M,30-39
2013,ENGLEWOOD,M,30-39
2013,WEST GARFIELD PARK,M,30-39
2013,WEST GARFIELD PARK,M,0-19
2013,KENWOOD,M,0-19
2013,PORTAGE PARK,M,0-19
2013,AUSTIN,M,30-39
2013,BRIDGEPORT,M,40-49
2013,BRIDGEPORT,M,40-49
2013,BRIDGEPORT,M,30-39
2013,NORTH LAWNDALE,M,30-39
2013,NORTH LAWNDALE,M,20-29
2013,GRAND BOULEVARD,M,20-29
2013,ENGLEWOOD,M,50-59
2013,GAGE PARK,M,30-39
2013,AUSTIN,M,30-39
2013,AUSTIN,M,20-29
2013,GREATER GRAND CROSSING,M,0-19
2013,HUMBOLDT PARK,M,30-39
2013,ENGLEWOOD,M,20-29
2013,NEAR NORTH SIDE,M,0-19
2013,GRAND BOULEVARD,M,30-39
2013,WASHINGTON HEIGHTS,M,0-19
2013,SOUTH LAWNDALE,M,0-19
2013,PULLMAN,F,20-29
2013,WEST LAWN,M,0-19
2013,WASHINGTON PARK,M,30-39
2013,GREATER GRAND CROSSING,M,20-29
2013,HUMBOLDT PARK,M,20-29
2013,WEST LAWN,M,0-19
2013,LOOP,M,20-29
2013,WEST ENGLEWOOD,F,0-19
2013,AUSTIN,F,20-29
2013,ENGLEWOOD,M,20-29
2013,AUBURN GRESHAM,M,30-39
2013,AUSTIN,M,0-19
2013,HUMBOLDT PARK,M,30-39
2013,BRIGHTON PARK,M,20-29
2013,SOUTH SHORE,M,20-29
2013,AVALON PARK,M,0-19
2013,AVALON PARK,M,0-19
2013,NEW CITY,M,0-19
2013,AUSTIN,M,20-29
2013,ENGLEWOOD,M,20-29
2013,ENGLEWOOD,M,0-19
2013,AUBURN GRESHAM,M,30-39
2013,BELMONT CRAGIN,M,20-29
2013,GREATER GRAND CROSSING,F,50-59
2013,KENWOOD,M,20-29
2013,PORTAGE PARK,M,0-19
2013,HUMBOLDT PARK,F,0-19
2013,AUSTIN,M,20-29
2013,ALBANY PARK,F,30-39
2013,SOUTH SHORE,M,20-29
2013,GAGE PARK,M,0-19
2013,GAGE PARK,M,0-19
2013,NEAR NORTH SIDE,M,40-49
2013,MONTCLARE,M,20-29
2013,WEST GARFIELD PARK,M,20-29
2013,PULLMAN,M,40-49
2013,NORTH LAWNDALE,M,50-59
2013,HUMBOLDT PARK,M,0-19
2013,AUSTIN,M,30-39
2013,AUSTIN,M,20-29
2013,AUSTIN,M,20-29
2013,WEST PULLMAN,M,0-19
2013,NORTH LAWNDALE,M,40-49
2013,NORTH LAWNDALE,M,20-29
2013,WASHINGTON HEIGHTS,M,0-19
2013,WEST TOWN,M,0-19
2013,ENGLEWOOD,M,20-29
2013,SOUTH LAWNDALE,M,0-19
2013,GREATER GRAND CROSSING,M,20-29
2013,MORGAN PARK,M,20-29
2013,GAGE PARK,M,0-19
2013,WASHINGTON HEIGHTS,M,0-19
2013,CHATHAM,M,0-19
2013,CHATHAM,M,0-19
2013,AUBURN GRESHAM,M,0-19
2013,UPTOWN,M,0-19
2013,WEST GARFIELD PARK,M,20-29
2013,WEST GARFIELD PARK,M,20-29
2013,GRAND BOULEVARD,M,30-39
2013,WEST ENGLEWOOD,M,30-39
2013,NEAR WEST SIDE,M,30-39
2013,SOUTH SHORE,M,40-49
2013,SOUTH SHORE,M,30-39
2013,AUBURN GRESHAM,M,30-39
2013,AUBURN GRESHAM,M,30-39
2013,WEST GARFIELD PARK,M,20-29
2013,NEW CITY,M,30-39
2013,CHICAGO LAWN,M,0-19
2013,CHICAGO LAWN,M,20-29
2013,GRAND BOULEVARD,M,20-29
2013,NEAR NORTH SIDE,M,30-39
2013,NEAR NORTH SIDE,M,20-29
2013,CHICAGO LAWN,M,0-19
2013,CHICAGO LAWN,M,20-29
2013,RIVERDALE,M,20-29
2013,WEST GARFIELD PARK,M,20-29
2013,BRIGHTON PARK,M,20-29
2013,NEW CITY,M,20-29
2013,SOUTH LAWNDALE,M,0-19
2013,CHICAGO LAWN,F,0-19
2013,CHICAGO LAWN,M,20-29
2013,CHICAGO LAWN,M,20-29
2013,CHICAGO LAWN,M,30-39
2013,WASHINGTON PARK,M,30-39
2013,CALUMET HEIGHTS,M,40-49
2013,CHATHAM,M,20-29
2013,CHATHAM,M,0-19
2013,AVONDALE,M,50-59
2013,WASHINGTON PARK,M,20-29
2013,WASHINGTON PARK,M,20-29
2013,NEAR WEST SIDE,M,30-39
2013,BELMONT CRAGIN,M,20-29
2013,BELMONT CRAGIN,M,20-29
2013,AUSTIN,M,30-39
2013,SOUTH CHICAGO,F,50-59
2013,WEST ENGLEWOOD,M,0-19
2013,NEW CITY,M,0-19
2013,HUMBOLDT PARK,M,40-49
2013,WEST TOWN,M,20-29
2013,ALBANY PARK,M,20-29
2013,ALBANY PARK,M,20-29
2013,NEW CITY,M,50-59
2013,BRIGHTON PARK,M,20-29
2013,BRIGHTON PARK,M,20-29
2013,UPTOWN,F,0-19
2013,AVONDALE,M,40-49
2013,UPTOWN,M,20-29
2013,NEW CITY,M,50-59
2013,HUMBOLDT PARK,M,20-29
2013,ENGLEWOOD,M,20-29
2013,LOWER WEST SIDE,M,50-59
2013,NEW CITY,M,20-29
2013,NEW CITY,M,0-19
2013,NEW CITY,M,0-19
2013,HUMBOLDT PARK,M,20-29
2013,CHICAGO LAWN,M,30-39
2013,CHICAGO LAWN,F,0-19
2013,AVALON PARK,M,20-29
2013,NEAR WEST SIDE,M,60-69
2013,CHICAGO LAWN,M,30-39
2013,CHICAGO LAWN,M,20-29
2013,GAGE PARK,M,50-59
2013,WEST PULLMAN,M,0-19
2013,HUMBOLDT PARK,M,30-39
2013,GAGE PARK,M,0-19
2013,WEST TOWN,M,0-19
2013,WEST TOWN,M,0-19
2013,GRAND BOULEVARD,M,20-29
2013,AUBURN GRESHAM,M,30-39
2013,BRIGHTON PARK,M,0-19
2013,CHICAGO LAWN,F,30-39
2013,CHICAGO LAWN,M,20-29
2013,NEW CITY,M,20-29
2013,ARMOUR SQUARE,M,30-39
2013,ARMOUR SQUARE,F,0-19
2013,WEST TOWN,M,20-29
2013,WEST ENGLEWOOD,M,20-29
2013,WEST PULLMAN,M,20-29
2013,HUMBOLDT PARK,M,0-19
2013,WASHINGTON HEIGHTS,M,20-29
2013,AUSTIN,M,20-29
2013,AUSTIN,M,20-29
2012,WEST ENGLEWOOD,M,30-39
2012,ROSELAND,M,0-19
2012,IRVING PARK,M,0-19
2012,IRVING PARK,M,20-29
2012,IRVING PARK,M,0-19
2012,CHICAGO LAWN,M,0-19
2012,GRAND BOULEVARD,M,20-29
2012,WEST PULLMAN,M,20-29
2012,ROSELAND,M,0-19
2012,NEAR WEST SIDE,F,20-29
2012,ARCHER HEIGHTS,M,0-19
2012,NORTH LAWNDALE,F,30-39
2012,NORTH LAWNDALE,F,0-19
2012,WASHINGTON PARK,F,30-39
2012,WASHINGTON PARK,M,0-19
2012,SOUTH CHICAGO,M,0-19
2012,NORTH LAWNDALE,M,30-39
2012,WASHINGTON HEIGHTS,M,30-39
2012,WOODLAWN,M,40-49
2012,NEAR WEST SIDE,M,0-19
2012,AUSTIN,M,40-49
2012,LOGAN SQUARE,M,0-19
2012,LOGAN SQUARE,M,20-29
2012,BRIGHTON PARK,M,0-19
2012,WEST ENGLEWOOD,M,20-29
2012,RIVERDALE,M,0-19
2012,WEST GARFIELD PARK,M,30-39
2012,GAGE PARK,M,30-39
2012,AUSTIN,M,20-29
2012,AUSTIN,M,20-29
2012,WEST ENGLEWOOD,M,0-19
2012,NORTH LAWNDALE,F,20-29
2012,WASHINGTON PARK,M,0-19
2012,HERMOSA,M,20-29
2012,NORTH LAWNDALE,M,20-29
2012,UPTOWN,M,30-39
2012,AUBURN GRESHAM,M,20-29
2012,AUBURN GRESHAM,M,20-29
2012,NEAR WEST SIDE,M,0-19
2012,WASHINGTON HEIGHTS,M,0-19
2012,WASHINGTON HEIGHTS,M,0-19
2012,WASHINGTON HEIGHTS,M,20-29
2012,WASHINGTON HEIGHTS,M,0-19
2012,SOUTH SHORE,M,30-39
2012,AUBURN GRESHAM,M,30-39
2012,AUBURN GRESHAM,M,20-29
2012,HUMBOLDT PARK,M,20-29
2012,EAST GARFIELD PARK,M,30-39
2012,WOODLAWN,M,20-29
2012,AVONDALE,M,0-19
2012,LOWER WEST SIDE,F,20-29
2012,LOWER WEST SIDE,M,20-29
2012,GRAND BOULEVARD,M,20-29
2012,AUSTIN,M,40-49
2012,NORTH CENTER,M,20-29
2012,AVALON PARK,M,20-29
2012,SOUTH SHORE,M,20-29
2012,AUSTIN,F,20-29
2012,SOUTH CHICAGO,M,20-29
2012,GREATER GRAND CROSSING,M,20-29
2012,AUSTIN,M,0-19
2012,CHATHAM,M,20-29
2012,WEST ENGLEWOOD,M,20-29
2012,AUBURN GRESHAM,M,0-19
2012,NEW CITY,M,0-19
2012,CHICAGO LAWN,M,30-39
2012,WEST RIDGE,M,40-49
2012,AUSTIN,M,20-29
2012,GREATER GRAND CROSSING,M,30-39
2012,AUSTIN,M,20-29
2012,CHICAGO LAWN,M,20-29
2012,KENWOOD,M,20-29
2012,ASHBURN,M,20-29
2012,ASHBURN,M,0-19
2012,LOWER WEST SIDE,F,0-19
2012,LOWER WEST SIDE,F,0-19
2012,AUBURN GRESHAM,M,30-39
2012,AUSTIN,M,30-39
2012,WEST ENGLEWOOD,M,20-29
2012,ENGLEWOOD,M,0-19
2012,AUSTIN,M,20-29
2012,NORTH LAWNDALE,M,20-29
2012,LOGAN SQUARE,M,20-29
2012,LOGAN SQUARE,M,30-39
2012,NORTH LAWNDALE,M,20-29
2012,NORTH LAWNDALE,F,20-29
2012,NEAR WEST SIDE,M,20-29
2012,NEAR WEST SIDE,F,30-39
2012,NEAR WEST SIDE,F,0-19
2012,NORTH LAWNDALE,F,40-49
2012,SOUTH LAWNDALE,M,20-29
2012,NORTH LAWNDALE,M,20-29
2012,WASHINGTON PARK,M,30-39
2012,WEST TOWN,M,20-29
2012,LOGAN SQUARE,M,30-39
2012,WEST ELSDON,M,30-39
2012,CHATHAM,M,20-29
2012,NEAR WEST SIDE,M,0-19
2012,SOUTH SHORE,M,0-19
2012,SOUTH SHORE,M,0-19
2012,AUSTIN,M,0-19
2012,ENGLEWOOD,M,20-29
2012,BELMONT CRAGIN,M,0-19
2012,WEST GARFIELD PARK,M,30-39
2012,AUSTIN,M,40-49
2012,ENGLEWOOD,M,0-19
2012,BELMONT CRAGIN,M,20-29
2012,CHICAGO LAWN,M,20-29
2012,WEST GARFIELD PARK,M,30-39
2012,WEST GARFIELD PARK,F,0-19
2012,WEST GARFIELD PARK,F,0-19
2012,LOGAN SQUARE,M,20-29
2012,NEW CITY,M,20-29
2012,ENGLEWOOD,UNKNOWN,UNKNOWN
2012,ENGLEWOOD,M,20-29
2012,IRVING PARK,M,0-19
2012,SOUTH DEERING,M,70-79
2012,CLEARING,M,30-39
2012,AUSTIN,M,30-39
2012,HUMBOLDT PARK,M,0-19
2012,SOUTH LAWNDALE,F,0-19
2012,HUMBOLDT PARK,M,20-29
2012,LOWER WEST SIDE,M,20-29
2012,AUBURN GRESHAM,M,20-29
2012,GREATER GRAND CROSSING,M,20-29
2012,NORTH LAWNDALE,M,20-29
2012,GRAND BOULEVARD,M,20-29
2012,GRAND BOULEVARD,M,60-69
2012,WASHINGTON HEIGHTS,M,20-29
2012,WEST GARFIELD PARK,M,20-29
2012,NORTH LAWNDALE,M,20-29
2012,NORTH LAWNDALE,M,30-39
2012,HUMBOLDT PARK,M,40-49
2012,GREATER GRAND CROSSING,M,0-19
2012,WASHINGTON PARK,M,20-29
2012,GRAND BOULEVARD,M,20-29
2012,CALUMET HEIGHTS,M,0-19
2012,HUMBOLDT PARK,M,20-29
2012,AUBURN GRESHAM,M,20-29
2012,ALBANY PARK,M,0-19
2012,CHATHAM,M,30-39
2012,WEST ENGLEWOOD,M,30-39
2012,UPTOWN,M,0-19
2012,LOGAN SQUARE,M,30-39
2012,LOGAN SQUARE,M,20-29
2012,LOGAN SQUARE,M,20-29
2012,LOGAN SQUARE,M,20-29
2012,HUMBOLDT PARK,M,20-29
2012,NORTH LAWNDALE,M,20-29
2012,ASHBURN,M,0-19
2012,WASHINGTON PARK,M,20-29
2012,MORGAN PARK,M,0-19
2012,GREATER GRAND CROSSING,M,30-39
2012,WASHINGTON HEIGHTS,M,20-29
2012,WASHINGTON HEIGHTS,M,30-39
2012,WEST GARFIELD PARK,M,0-19
2012,SOUTH DEERING,M,0-19
2012,EAST GARFIELD PARK,M,0-19
2012,SOUTH SHORE,F,30-39
2012,SOUTH SHORE,M,20-29
2012,SOUTH SHORE,M,40-49
2012,SOUTH SHORE,M,20-29
2012,WASHINGTON HEIGHTS,M,30-39
2012,WOODLAWN,F,20-29
2012,SOUTH LAWNDALE,F,20-29
2012,CHICAGO LAWN,F,0-19
2012,HUMBOLDT PARK,F,0-19
2012,BRIGHTON PARK,M,20-29
2012,WOODLAWN,M,50-59
2012,ENGLEWOOD,M,0-19
2012,SOUTH CHICAGO,M,0-19
2012,NEW CITY,M,30-39
2012,AUSTIN,F,20-29
2012,SOUTH SHORE,F,20-29
2012,SOUTH SHORE,M,20-29
2012,SOUTH SHORE,M,20-29
2012,WOODLAWN,M,20-29
2012,CHICAGO LAWN,M,30-39
2012,SOUTH SHORE,M,0-19
2012,AUBURN GRESHAM,F,0-19
2012,AUBURN GRESHAM,M,0-19
2012,SOUTH SHORE,M,20-29
2012,AUSTIN,M,30-39
2012,AUSTIN,F,20-29
2012,AUSTIN,F,20-29
2012,EAST GARFIELD PARK,M,20-29
2012,NEW CITY,M,20-29
2012,GREATER GRAND CROSSING,M,0-19
2012,HUMBOLDT PARK,M,40-49
2012,HUMBOLDT PARK,M,30-39
2012,WASHINGTON HEIGHTS,M,30-39
2012,ARMOUR SQUARE,M,20-29
2012,WEST RIDGE,M,20-29
2012,NORTH LAWNDALE,M,20-29
2012,UPTOWN,M,40-49
2012,UPTOWN,M,30-39
2012,UPTOWN,M,20-29
2012,AUBURN GRESHAM,M,20-29
2012,ENGLEWOOD,M,30-39
2012,AVONDALE,M,30-39
2012,AVONDALE,M,20-29
2012,GRAND BOULEVARD,M,0-19
2012,EDGEWATER,M,20-29
2012,CHATHAM,M,30-39
2012,NEAR WEST SIDE,F,0-19
2012,FULLER PARK,M,30-39
2012,NEW CITY,M,20-29
2012,NEW CITY,M,0-19
2012,BRIGHTON PARK,M,20-29
2012,BRIGHTON PARK,M,0-19
2012,WOODLAWN,M,0-19
2012,UPTOWN,M,20-29
2012,AUSTIN,M,0-19
2012,CHICAGO LAWN,M,0-19
2012,CHICAGO LAWN,M,20-29
2012,SOUTH LAWNDALE,M,20-29
2012,SOUTH SHORE,M,20-29
2012,HUMBOLDT PARK,M,0-19
2012,NORWOOD PARK,M,40-49
2012,LOWER WEST SIDE,M,0-19
2012,WASHINGTON HEIGHTS,M,20-29
2012,NEW CITY,M,0-19
2012,SOUTH SHORE,M,20-29
2012,EAST GARFIELD PARK,M,40-49
2012,BELMONT CRAGIN,M,40-49
2012,CHICAGO LAWN,F,0-19
2012,GRAND BOULEVARD,M,20-29
2012,WEST GARFIELD PARK,M,40-49
2012,NEAR SOUTH SIDE,M,40-49
2012,GREATER GRAND CROSSING,M,20-29
2012,GREATER GRAND CROSSING,M,20-29
2012,GREATER GRAND CROSSING,M,20-29
2012,CHATHAM,M,20-29
2012,AUBURN GRESHAM,M,20-29
2012,AUSTIN,M,20-29
2012,SOUTH LAWNDALE,UNKNOWN,UNKNOWN
2012,SOUTH CHICAGO,M,0-19
2012,NEAR WEST SIDE,M,30-39
2012,BRIDGEPORT,M,20-29
2012,SOUTH CHICAGO,M,0-19
2012,WEST RIDGE,M,20-29
2012,ENGLEWOOD,M,20-29
2012,GREATER GRAND CROSSING,M,20-29
2012,WEST GARFIELD PARK,M,0-19
2012,AUSTIN,M,20-29
2012,LOWER WEST SIDE,M,0-19
2012,HUMBOLDT PARK,M,20-29
2012,HUMBOLDT PARK,M,0-19
2012,HUMBOLDT PARK,M,30-39
2012,NEW CITY,M,20-29
2012,EAST GARFIELD PARK,M,30-39
2012,SOUTH SHORE,M,50-59
2012,NEW CITY,M,0-19
2012,GAGE PARK,M,20-29
2012,AUSTIN,M,40-49
2012,WEST TOWN,M,30-39
2012,ENGLEWOOD,M,0-19
2012,WASHINGTON HEIGHTS,F,0-19
2012,ROSELAND,M,50-59
2012,CHICAGO LAWN,M,20-29
2012,CHICAGO LAWN,F,0-19
2012,GRAND BOULEVARD,M,20-29
2012,CHATHAM,M,20-29
2012,NEW CITY,M,0-19
2012,ALBANY PARK,M,20-29
2012,WEST ENGLEWOOD,M,50-59
2012,CHATHAM,M,0-19
2012,KENWOOD,UNKNOWN,UNKNOWN
2012,NEW CITY,M,40-49
2012,CHICAGO LAWN,M,20-29
2012,NEW CITY,M,0-19
2012,WASHINGTON PARK,M,30-39
2012,GREATER GRAND CROSSING,M,20-29
2012,SOUTH SHORE,M,20-29
2012,SOUTH SHORE,M,0-19
2012,AUBURN GRESHAM,M,20-29
2012,AUSTIN,M,20-29
2012,SOUTH CHICAGO,M,0-19
2012,WOODLAWN,M,40-49
2012,ENGLEWOOD,M,40-49
2012,ROSELAND,M,30-39
2012,NORTH LAWNDALE,M,20-29
2012,AVALON PARK,M,0-19
2012,WEST GARFIELD PARK,M,20-29
2012,WASHINGTON PARK,M,20-29
2012,NEW CITY,M,0-19
2012,SOUTH SHORE,F,20-29
2012,NEAR WEST SIDE,M,20-29
2012,NEAR WEST SIDE,M,30-39
2012,NORTH LAWNDALE,M,0-19
2012,EAST GARFIELD PARK,M,30-39
2012,CHICAGO LAWN,F,20-29
2012,CHICAGO LAWN,F,0-19
2012,CHICAGO LAWN,M,20-29
2012,BELMONT CRAGIN,M,0-19
2012,SOUTH SHORE,M,30-39
2012,SOUTH LAWNDALE,M,20-29
2012,GAGE PARK,M,20-29
2012,SOUTH SHORE,M,30-39
2012,GREATER GRAND CROSSING,M,30-39
2012,AUBURN GRESHAM,M,20-29
2012,AUBURN GRESHAM,M,0-19
2012,AUSTIN,M,30-39
2012,NORTH LAWNDALE,M,40-49
2012,IRVING PARK,M,20-29
2012,AUSTIN,M,20-29
2012,AVALON PARK,M,0-19
2012,CHICAGO LAWN,M,0-19
2012,EAST GARFIELD PARK,M,0-19
2012,EAST GARFIELD PARK,F,30-39
2012,MORGAN PARK,M,0-19
2012,ALBANY PARK,M,20-29
2012,ENGLEWOOD,M,20-29
2012,GREATER GRAND CROSSING,M,50-59
2012,AUSTIN,M,20-29
2012,WEST ENGLEWOOD,UNKNOWN,UNKNOWN
2012,NEW CITY,M,0-19
2012,SOUTH SHORE,M,20-29
2012,AUBURN GRESHAM,M,40-49
2012,HUMBOLDT PARK,M,50-59
2012,ROSELAND,UNKNOWN,UNKNOWN
2012,NORTH LAWNDALE,M,20-29
2012,GRAND BOULEVARD,M,20-29
2012,ROSELAND,F,0-19
2012,WASHINGTON PARK,M,20-29
2012,NEAR WEST SIDE,M,20-29
2012,AUSTIN,M,20-29
2012,NEAR WEST SIDE,M,0-19
2012,NEAR WEST SIDE,M,40-49
2012,NEAR WEST SIDE,M,0-19
2012,SOUTH CHICAGO,M,30-39
2012,WEST PULLMAN,M,20-29
2012,WEST PULLMAN,M,20-29
2012,SOUTH SHORE,M,20-29
2012,WASHINGTON PARK,M,20-29
2012,GREATER GRAND CROSSING,M,20-29
2012,NEW CITY,M,0-19
2012,GRAND BOULEVARD,UNKNOWN,UNKNOWN
2012,NEW CITY,M,30-39
2012,LOWER WEST SIDE,M,0-19
2012,ENGLEWOOD,M,0-19
2012,ENGLEWOOD,F,0-19
2012,LOGAN SQUARE,M,0-19
2012,CHICAGO LAWN,M,20-29
2012,LOGAN SQUARE,M,20-29
2012,CHICAGO LAWN,M,20-29
2012,SOUTH SHORE,M,20-29
2012,SOUTH LAWNDALE,M,20-29
2012,AUSTIN,M,20-29
2012,NORTH LAWNDALE,M,0-19
2012,EAST GARFIELD PARK,M,0-19
2012,EAST GARFIELD PARK,M,30-39
2012,BRIGHTON PARK,F,20-29
2012,CALUMET HEIGHTS,M,0-19
2012,CHICAGO LAWN,M,40-49
2012,SOUTH DEERING,M,30-39
2012,WOODLAWN,M,20-29
2012,WASHINGTON HEIGHTS,UNKNOWN,UNKNOWN
2012,AUSTIN,M,20-29
2012,ASHBURN,M,0-19
2012,NEAR WEST SIDE,M,20-29
2012,WEST PULLMAN,F,30-39
2012,AUBURN GRESHAM,M,20-29
2012,AUSTIN,M,0-19
2012,AUSTIN,M,40-49
2012,ASHBURN,M,20-29
2012,EAST GARFIELD PARK,M,0-19
2012,CHATHAM,M,20-29
2012,AVONDALE,M,30-39
2012,ROSELAND,M,40-49
2012,WEST ENGLEWOOD,M,20-29
2012,WEST ENGLEWOOD,M,20-29
2012,BRIGHTON PARK,M,0-19
2012,WASHINGTON HEIGHTS,M,40-49
2012,SOUTH SHORE,M,0-19
2012,FULLER PARK,M,40-49
2012,AVONDALE,M,20-29
2012,AUSTIN,M,0-19
2012,AUBURN GRESHAM,F,30-39
2012,NEW CITY,M,30-39
2012,WEST ENGLEWOOD,M,0-19
2012,WEST ENGLEWOOD,M,0-19
2012,MORGAN PARK,M,0-19
2012,AUBURN GRESHAM,M,0-19
2012,CHICAGO LAWN,F,30-39
2012,BELMONT CRAGIN,M,20-29
2012,SOUTH LAWNDALE,M,20-29
