community_area_name,community_area,year,gang_dominant,n_gangs_present,pct_area_gang_control,n_dv_crimes,n_homicides,n_arrests
SOUTH LAWNDALE,30,2008,LATIN KINGS,7.0,0.4464780214506373,1130,21,0
SOUTH LAWNDALE,30,2009,LATIN KINGS,7.0,0.4464780214506373,1035,12,0
SOUTH LAWNDALE,30,2010,TWO-SIX,8.0,0.44518077731565653,1035,11,0
SOUTH LAWNDALE,30,2011,,,,974,15,0
SOUTH LAWNDALE,30,2012,LATIN KINGS,8.0,0.2960639014384563,1066,13,0
SOUTH LAWNDALE,30,2013,,,,891,10,0
SOUTH LAWNDALE,30,2014,LATIN KINGS,7.0,0.28009028802682717,966,14,245
SOUTH LAWNDALE,30,2015,LATIN KINGS,7.0,0.29284452857341503,144,13,6
SOUTH LAWNDALE,30,2016,LATIN KINGS,7.0,0.2928445073945077,1024,18,211
SOUTH LAWNDALE,30,2017,LATIN KINGS,7.0,0.2928445073945077,941,7,184
SOUTH LAWNDALE,30,2018,LATIN KINGS,7.0,0.29974102009454595,929,8,205
SOUTH LAWNDALE,30,2019,LATIN KINGS,7.0,0.29974102009454595,929,14,206
SOUTH LAWNDALE,30,2020,LATIN KINGS,7.0,0.29974102009454595,842,22,155
SOUTH LAWNDALE,30,2021,TWO SIX,6.0,0.3053855862910803,771,20,128
SOUTH LAWNDALE,30,2022,TWO SIX,6.0,0.3053855862910803,816,23,139
SOUTH LAWNDALE,30,2023,TWO SIX,7.0,0.305364845754737,827,12,161
SOUTH LAWNDALE,30,2024,TWO SIX,6.0,0.3053855463962547,903,24,178
LOWER WEST SIDE,31,2008,SATAN DISCIPLES,7.0,0.37340625381413095,530,5,0
LOWER WEST SIDE,31,2009,SATAN DISCIPLES,7.0,0.37340625381413095,524,9,0
LOWER WEST SIDE,31,2010,SATAN DISCIPLES,7.0,0.3805388589501136,479,4,0
LOWER WEST SIDE,31,2011,,,,457,2,0
LOWER WEST SIDE,31,2012,SATAN DISCIPLES,7.0,0.46141819259278927,455,7,0
LOWER WEST SIDE,31,2013,,,,432,6,0
LOWER WEST SIDE,31,2014,SATAN DISCIPLES,6.0,0.4472359818518436,357,2,46
LOWER WEST SIDE,31,2015,SATAN DISCIPLES,6.0,0.4472359818518436,55,4,4
LOWER WEST SIDE,31,2016,SATAN DISCIPLES,6.0,0.4472360063091796,445,11,61
LOWER WEST SIDE,31,2017,SATAN DISCIPLES,6.0,0.46363436898346466,436,7,79
LOWER WEST SIDE,31,2018,SATAN DISCIPLES,6.0,0.46363436898346466,407,1,77
LOWER WEST SIDE,31,2019,SATAN DISCIPLES,6.0,0.4636343689834648,389,6,74
LOWER WEST SIDE,31,2020,SATAN DISCIPLES,6.0,0.4636343689834647,273,10,53
LOWER WEST SIDE,31,2021,SATAN DISCIPLES,6.0,0.4636343689834647,328,11,42
LOWER WEST SIDE,31,2022,SATAN DISCIPLES,6.0,0.4636343689834647,389,9,46
LOWER WEST SIDE,31,2023,SATAN DISCIPLES,7.0,0.46399105871848023,374,7,56
LOWER WEST SIDE,31,2024,SATAN DISCIPLES,6.0,0.46363436898346466,535,9,82
NEAR SOUTH SIDE,33,2008,GANGSTER DISCIPLES,1.0,0.024221152592086626,292,1,0
NEAR SOUTH SIDE,33,2009,GANGSTER DISCIPLES,1.0,0.024221152592086626,237,3,0
NEAR SOUTH SIDE,33,2010,,,,206,0,0
NEAR SOUTH SIDE,33,2011,,,,205,0,0
NEAR SOUTH SIDE,33,2012,GANGSTER DISCIPLES,1.0,0.008363808967016056,198,1,0
NEAR SOUTH SIDE,33,2013,,,,197,1,0
NEAR SOUTH SIDE,33,2014,GANGSTER DISCIPLES,1.0,0.008363808968257492,172,0,21
NEAR SOUTH SIDE,33,2015,GANGSTER DISCIPLES,1.0,0.007906459806948315,41,2,0
NEAR SOUTH SIDE,33,2016,GANGSTER DISCIPLES,1.0,0.004793562152163407,199,4,20
NEAR SOUTH SIDE,33,2017,GANGSTER DISCIPLES,1.0,0.004793562152163407,243,0,29
NEAR SOUTH SIDE,33,2018,GANGSTER DISCIPLES,1.0,0.004793562152163407,206,3,21
NEAR SOUTH SIDE,33,2019,GANGSTER DISCIPLES,1.0,0.004793562152163407,224,1,18
NEAR SOUTH SIDE,33,2020,GANGSTER DISCIPLES,1.0,0.004793562152163407,183,1,18
NEAR SOUTH SIDE,33,2021,GANGSTER DISCIPLES,1.0,0.004793562152163407,298,2,31
NEAR SOUTH SIDE,33,2022,GANGSTER DISCIPLES,1.0,0.004793562152163407,272,8,32
NEAR SOUTH SIDE,33,2023,GANGSTER DISCIPLES,1.0,0.004766917857279587,287,6,37
NEAR SOUTH SIDE,33,2024,GANGSTER DISCIPLES,1.0,0.004793562152163407,292,4,38
ARMOUR SQUARE,34,2008,GANGSTER DISCIPLES,2.0,0.06605805750355434,105,0,0
ARMOUR SQUARE,34,2009,GANGSTER DISCIPLES,2.0,0.06605805750355434,132,1,0
ARMOUR SQUARE,34,2010,GANGSTER DISCIPLES,1.0,0.09905749008483504,105,1,0
ARMOUR SQUARE,34,2011,,,,156,0,0
ARMOUR SQUARE,34,2012,GANGSTER DISCIPLES,2.0,0.032004320996984144,173,2,0
ARMOUR SQUARE,34,2013,,,,134,0,0
ARMOUR SQUARE,34,2014,GANGSTER DISCIPLES,1.0,0.031906312730793376,105,1,16
ARMOUR SQUARE,34,2015,GANGSTER DISCIPLES,1.0,0.046146313390288365,31,1,1
ARMOUR SQUARE,34,2016,GANGSTER DISCIPLES,1.0,0.04614630253505811,140,2,22
ARMOUR SQUARE,34,2017,GANGSTER DISCIPLES,1.0,0.03190630305602529,133,0,16
ARMOUR SQUARE,34,2018,GANGSTER DISCIPLES,1.0,0.03190630305602529,120,0,17
ARMOUR SQUARE,34,2019,GANGSTER DISCIPLES,1.0,0.031906303056025286,124,2,20
ARMOUR SQUARE,34,2020,GANGSTER DISCIPLES,1.0,0.031906303056025286,92,5,11
ARMOUR SQUARE,34,2021,GANGSTER DISCIPLES,1.0,0.0319063030560253,91,5,7
ARMOUR SQUARE,34,2022,GANGSTER DISCIPLES,1.0,0.0319063030560253,137,2,10
ARMOUR SQUARE,34,2023,GANGSTER DISCIPLES,1.0,0.03190628970753465,113,1,17
ARMOUR SQUARE,34,2024,GANGSTER DISCIPLES,1.0,0.0319063030560253,133,5,18
NORWOOD PARK,10,2008,,,,276,1,0
NORWOOD PARK,10,2009,,,,234,0,0
NORWOOD PARK,10,2010,,,,224,0,0
NORWOOD PARK,10,2011,,,,209,0,0
NORWOOD PARK,10,2012,,,,209,1,0
NORWOOD PARK,10,2013,,,,198,0,0
NORWOOD PARK,10,2014,,,,181,1,27
NORWOOD PARK,10,2015,,,,24,0,1
NORWOOD PARK,10,2016,,,,188,1,22
NORWOOD PARK,10,2017,,,,167,1,24
NORWOOD PARK,10,2018,,,,156,0,21
NORWOOD PARK,10,2019,,,,197,0,30
NORWOOD PARK,10,2020,,,,138,1,12
NORWOOD PARK,10,2021,,,,185,0,23
NORWOOD PARK,10,2022,,,,164,1,10
NORWOOD PARK,10,2023,,,,217,0,14
NORWOOD PARK,10,2024,,,,189,0,23
NEAR NORTH SIDE,8,2008,GANGSTER DISCIPLES,2.0,0.040361336967863225,834,5,0
NEAR NORTH SIDE,8,2009,GANGSTER DISCIPLES,2.0,0.040361336967863204,706,1,0
NEAR NORTH SIDE,8,2010,GANGSTER DISCIPLES,2.0,0.07115146289158625,637,2,0
NEAR NORTH SIDE,8,2011,,,,627,3,0
NEAR NORTH SIDE,8,2012,GANGSTER DISCIPLES,3.0,0.026699843062011366,598,6,0
NEAR NORTH SIDE,8,2013,,,,576,5,0
NEAR NORTH SIDE,8,2014,GANGSTER DISCIPLES,3.0,0.0266998430621729,551,5,85
NEAR NORTH SIDE,8,2015,GANGSTER DISCIPLES,2.0,0.028393339353364966,91,1,2
NEAR NORTH SIDE,8,2016,GANGSTER DISCIPLES,2.0,0.02839334003112401,575,5,58
NEAR NORTH SIDE,8,2017,GANGSTER DISCIPLES,2.0,0.028393340031124016,634,5,89
NEAR NORTH SIDE,8,2018,GANGSTER DISCIPLES,2.0,0.028393340031124016,717,6,91
NEAR NORTH SIDE,8,2019,GANGSTER DISCIPLES,2.0,0.02839334003112401,716,2,123
NEAR NORTH SIDE,8,2020,GANGSTER DISCIPLES,2.0,0.02839334003112401,540,9,59
NEAR NORTH SIDE,8,2021,GANGSTER DISCIPLES,2.0,0.02839334003112401,724,8,90
NEAR NORTH SIDE,8,2022,GANGSTER DISCIPLES,2.0,0.02839334003112401,679,15,83
NEAR NORTH SIDE,8,2023,GANGSTER DISCIPLES,2.0,0.02839333098206369,800,5,129
NEAR NORTH SIDE,8,2024,GANGSTER DISCIPLES,2.0,0.02839334003112401,750,6,127
LOOP,32,2008,,,,343,2,0
LOOP,32,2009,,,,345,0,0
LOOP,32,2010,,,,307,1,0
LOOP,32,2011,,,,297,1,0
LOOP,32,2012,,,,302,0,0
LOOP,32,2013,,,,304,0,0
LOOP,32,2014,,,,266,1,34
LOOP,32,2015,,,,47,2,2
LOOP,32,2016,,,,341,2,21
LOOP,32,2017,,,,312,0,47
LOOP,32,2018,,,,323,4,40
LOOP,32,2019,,,,349,2,43
LOOP,32,2020,,,,271,5,53
LOOP,32,2021,,,,377,4,61
LOOP,32,2022,,,,370,9,48
LOOP,32,2023,,,,369,5,47
LOOP,32,2024,,,,362,4,49
SOUTH SHORE,43,2008,GANGSTER DISCIPLES,5.0,0.8786117401658232,3227,25,0
SOUTH SHORE,43,2009,GANGSTER DISCIPLES,5.0,0.8786117401658232,2971,15,0
SOUTH SHORE,43,2010,GANGSTER DISCIPLES,5.0,0.8510031559593165,2901,16,0
SOUTH SHORE,43,2011,,,,2793,16,0
SOUTH SHORE,43,2012,GANGSTER DISCIPLES,6.0,0.6111937216123969,2563,19,0
SOUTH SHORE,43,2013,,,,2566,28,0
SOUTH SHORE,43,2014,GANGSTER DISCIPLES,4.0,0.5878859906960258,2319,15,367
SOUTH SHORE,43,2015,GANGSTER DISCIPLES,5.0,0.6308302335368378,364,18,17
SOUTH SHORE,43,2016,GANGSTER DISCIPLES,5.0,0.6308302380904609,2359,24,399
SOUTH SHORE,43,2017,GANGSTER DISCIPLES,5.0,0.6153053305986167,2570,33,428
SOUTH SHORE,43,2018,GANGSTER DISCIPLES,5.0,0.6153053305986167,2533,26,416
SOUTH SHORE,43,2019,GANGSTER DISCIPLES,5.0,0.6153053305986167,2561,22,394
SOUTH SHORE,43,2020,GANGSTER DISCIPLES,5.0,0.6153053305986167,2471,41,287
SOUTH SHORE,43,2021,GANGSTER DISCIPLES,5.0,0.6522403369943873,2540,38,249
SOUTH SHORE,43,2022,GANGSTER DISCIPLES,5.0,0.6981265918991766,2253,44,231
SOUTH SHORE,43,2023,GANGSTER DISCIPLES,4.0,0.6603782254684469,2328,28,261
SOUTH SHORE,43,2024,GANGSTER DISCIPLES,4.0,0.5163371489666639,2336,33,310
CHATHAM,44,2008,GANGSTER DISCIPLES,5.0,0.9509161056111812,1883,10,0
CHATHAM,44,2009,GANGSTER DISCIPLES,4.0,0.954112599080077,1748,13,0
CHATHAM,44,2010,GANGSTER DISCIPLES,4.0,0.977923775214325,1592,13,0
CHATHAM,44,2011,,,,1442,17,0
CHATHAM,44,2012,GANGSTER DISCIPLES,5.0,0.2637528293948269,1454,15,0
CHATHAM,44,2013,,,,1431,13,0
CHATHAM,44,2014,GANGSTER DISCIPLES,4.0,0.379136624502284,1372,14,241
CHATHAM,44,2015,GANGSTER DISCIPLES,4.0,0.379136624502284,234,23,8
CHATHAM,44,2016,GANGSTER DISCIPLES,4.0,0.3570603971570263,1602,19,233
CHATHAM,44,2017,GANGSTER DISCIPLES,4.0,0.35706039715702625,1576,14,265
CHATHAM,44,2018,GANGSTER DISCIPLES,4.0,0.3588324436534615,1702,16,287
CHATHAM,44,2019,GANGSTER DISCIPLES,4.0,0.3588324436534615,1718,12,309
CHATHAM,44,2020,GANGSTER DISCIPLES,4.0,0.35883244365346156,1555,31,243
CHATHAM,44,2021,GANGSTER DISCIPLES,4.0,0.3588324436534615,1538,27,139
CHATHAM,44,2022,GANGSTER DISCIPLES,4.0,0.3588324436534615,1541,26,169
CHATHAM,44,2023,GANGSTER DISCIPLES,3.0,0.4047443294848646,1445,32,161
CHATHAM,44,2024,GANGSTER DISCIPLES,3.0,0.4046497775773425,1441,25,148
AVALON PARK,45,2008,BLACK P STONE,3.0,0.48868968874285434,390,3,0
AVALON PARK,45,2009,BLACK P STONE,3.0,0.4886896887428543,344,1,0
AVALON PARK,45,2010,BLACK DISCIPLES,3.0,0.6450899321275881,315,7,0
AVALON PARK,45,2011,,,,370,3,0
AVALON PARK,45,2012,GANGSTER DISCIPLES,3.0,0.7115610844040198,322,0,0
AVALON PARK,45,2013,,,,326,5,0
AVALON PARK,45,2014,GANGSTER DISCIPLES,3.0,0.7555285695905043,291,1,33
AVALON PARK,45,2015,GANGSTER DISCIPLES,3.0,0.7555285695905043,36,2,2
AVALON PARK,45,2016,GANGSTER DISCIPLES,3.0,0.4505558957002659,299,6,41
AVALON PARK,45,2017,GANGSTER DISCIPLES,2.0,0.5138974898582651,290,4,30
AVALON PARK,45,2018,GANGSTER DISCIPLES,2.0,0.5138974898582651,277,4,47
AVALON PARK,45,2019,GANGSTER DISCIPLES,2.0,0.5138974898582651,300,3,37
AVALON PARK,45,2020,GANGSTER DISCIPLES,2.0,0.5138974898582651,283,7,44
AVALON PARK,45,2021,GANGSTER DISCIPLES,2.0,0.5138974898582651,289,7,22
AVALON PARK,45,2022,GANGSTER DISCIPLES,2.0,0.5138974898582651,270,3,21
AVALON PARK,45,2023,BLACK P STONES,2.0,0.3908037407334081,247,7,20
AVALON PARK,45,2024,BLACK P STONES,2.0,0.29172519013371095,231,3,19
SOUTH CHICAGO,46,2008,GANGSTER DISCIPLES,8.0,0.38096157941230285,1638,17,0
SOUTH CHICAGO,46,2009,GANGSTER DISCIPLES,8.0,0.3809615794123028,1531,19,0
SOUTH CHICAGO,46,2010,LATIN KINGS,8.0,0.46560207942098475,1442,15,0
SOUTH CHICAGO,46,2011,,,,1508,4,0
SOUTH CHICAGO,46,2012,BLACK P STONES,12.0,0.37914502321395555,1416,14,0
SOUTH CHICAGO,46,2013,,,,1370,14,0
SOUTH CHICAGO,46,2014,BLACK P STONES,12.0,0.3677264996880371,1244,14,256
SOUTH CHICAGO,46,2015,BLACK P STONES,12.0,0.41353220289739195,216,12,11
SOUTH CHICAGO,46,2016,BLACK P STONES,12.0,0.4135322169698237,1356,19,226
SOUTH CHICAGO,46,2017,BLACK P STONES,10.0,0.4151821828690333,1284,20,266
SOUTH CHICAGO,46,2018,BLACK P STONES,10.0,0.41518218286903324,1200,7,208
SOUTH CHICAGO,46,2019,BLACK P STONES,10.0,0.41518218286903324,1121,16,231
SOUTH CHICAGO,46,2020,BLACK P STONES,10.0,0.4151821828690333,996,23,141
SOUTH CHICAGO,46,2021,BLACK P STONES,10.0,0.4151821828690333,1194,12,136
SOUTH CHICAGO,46,2022,BLACK P STONES,8.0,0.39888332088603995,1181,20,141
SOUTH CHICAGO,46,2023,BLACK P STONES,8.0,0.3957069119434081,1097,16,120
SOUTH CHICAGO,46,2024,BLACK P STONES,8.0,0.3724850839803953,1056,16,127
MCKINLEY PARK,59,2008,LATIN COUNTS,3.0,0.29346843480096857,241,0,0
MCKINLEY PARK,59,2009,LATIN COUNTS,3.0,0.29346843480096857,238,0,0
MCKINLEY PARK,59,2010,LATIN COUNTS,4.0,0.4077550043736423,243,5,0
MCKINLEY PARK,59,2011,,,,219,1,0
MCKINLEY PARK,59,2012,LATIN COUNTS,5.0,0.36706829148646325,213,3,0
MCKINLEY PARK,59,2013,,,,184,2,0
MCKINLEY PARK,59,2014,LATIN COUNTS,4.0,0.3738387879152675,171,1,31
MCKINLEY PARK,59,2015,LATIN COUNTS,4.0,0.3832185214631852,25,1,0
MCKINLEY PARK,59,2016,LATIN COUNTS,4.0,0.3832185152378307,172,1,27
MCKINLEY PARK,59,2017,LATIN COUNTS,4.0,0.3832185152378307,150,4,26
MCKINLEY PARK,59,2018,LATIN COUNTS,4.0,0.38796198069299753,133,1,18
MCKINLEY PARK,59,2019,LATIN COUNTS,3.0,0.3681429367970216,108,1,24
MCKINLEY PARK,59,2020,LATIN COUNTS,3.0,0.35492222326276646,133,4,13
MCKINLEY PARK,59,2021,LATIN COUNTS,3.0,0.35492222326276646,133,3,30
MCKINLEY PARK,59,2022,LATIN COUNTS,3.0,0.35492222326276646,150,5,17
MCKINLEY PARK,59,2023,LATIN COUNTS,3.0,0.3549936593185419,144,0,20
MCKINLEY PARK,59,2024,LATIN COUNTS,2.0,0.287792309323698,151,2,23
LAKE VIEW,6,2008,GANGSTER DISCIPLES,2.0,0.047145171135944915,433,1,0
LAKE VIEW,6,2009,GANGSTER DISCIPLES,2.0,0.04714517113594492,428,0,0
LAKE VIEW,6,2010,GANGSTER DISCIPLES,1.0,0.02447117805775677,418,1,0
LAKE VIEW,6,2011,,,,403,2,0
LAKE VIEW,6,2012,,,,393,3,0
LAKE VIEW,6,2013,,,,377,0,0
LAKE VIEW,6,2014,,,,283,0,37
LAKE VIEW,6,2015,,,,41,1,4
LAKE VIEW,6,2016,,,,340,1,42
LAKE VIEW,6,2017,,,,355,0,67
LAKE VIEW,6,2018,,,,399,1,65
LAKE VIEW,6,2019,,,,355,3,65
LAKE VIEW,6,2020,,,,299,0,34
LAKE VIEW,6,2021,,,,396,2,52
LAKE VIEW,6,2022,,,,384,2,37
LAKE VIEW,6,2023,BLACK P STONES,1.0,1.6159296280269435e-09,355,3,44
LAKE VIEW,6,2024,,,,385,2,45
CALUMET HEIGHTS,48,2008,GANGSTER DISCIPLES,4.0,0.6194610079347395,417,3,0
CALUMET HEIGHTS,48,2009,GANGSTER DISCIPLES,4.0,0.6194610079347395,372,2,0
CALUMET HEIGHTS,48,2010,GANGSTER DISCIPLES,3.0,0.6458343659825732,389,1,0
CALUMET HEIGHTS,48,2011,,,,376,2,0
CALUMET HEIGHTS,48,2012,GANGSTER DISCIPLES,3.0,0.8953768729256375,314,6,0
CALUMET HEIGHTS,48,2013,,,,339,0,0
CALUMET HEIGHTS,48,2014,GANGSTER DISCIPLES,3.0,0.8982808787328727,324,1,52
CALUMET HEIGHTS,48,2015,GANGSTER DISCIPLES,3.0,0.8983594954397577,55,2,1
CALUMET HEIGHTS,48,2016,GANGSTER DISCIPLES,3.0,0.7504522926054096,306,1,47
CALUMET HEIGHTS,48,2017,GANGSTER DISCIPLES,3.0,0.7504522926054096,307,3,41
CALUMET HEIGHTS,48,2018,GANGSTER DISCIPLES,3.0,0.7504522926054096,364,1,53
CALUMET HEIGHTS,48,2019,GANGSTER DISCIPLES,3.0,0.7504522926054096,334,1,53
CALUMET HEIGHTS,48,2020,GANGSTER DISCIPLES,3.0,0.7504522926054096,273,4,44
CALUMET HEIGHTS,48,2021,GANGSTER DISCIPLES,3.0,0.7504522926054096,315,4,30
CALUMET HEIGHTS,48,2022,GANGSTER DISCIPLES,3.0,0.716835927468475,278,3,28
CALUMET HEIGHTS,48,2023,GANGSTER DISCIPLES,3.0,0.7166334089776356,278,3,33
CALUMET HEIGHTS,48,2024,GANGSTER DISCIPLES,2.0,0.4953830413440701,291,4,27
ROSELAND,49,2008,GANGSTER DISCIPLES,8.0,0.6149127833964997,2385,18,0
ROSELAND,49,2009,GANGSTER DISCIPLES,8.0,0.6149127833964997,2200,13,0
ROSELAND,49,2010,GANGSTER DISCIPLES,8.0,0.7613939252354244,2160,18,0
ROSELAND,49,2011,,,,1930,15,0
ROSELAND,49,2012,GANGSTER DISCIPLES,7.0,0.5662103232659097,1738,17,0
ROSELAND,49,2013,,,,1623,16,0
ROSELAND,49,2014,GANGSTER DISCIPLES,7.0,0.5696830224864231,1524,13,269
ROSELAND,49,2015,GANGSTER DISCIPLES,7.0,0.5896263295358832,232,18,16
ROSELAND,49,2016,GANGSTER DISCIPLES,7.0,0.58962634071347,1722,32,305
ROSELAND,49,2017,GANGSTER DISCIPLES,7.0,0.58962634071347,1771,36,314
ROSELAND,49,2018,GANGSTER DISCIPLES,7.0,0.6142658841708845,1815,22,299
ROSELAND,49,2019,GANGSTER DISCIPLES,7.0,0.5895492827023466,1681,28,310
ROSELAND,49,2020,GANGSTER DISCIPLES,7.0,0.5895701433350101,1730,22,176
ROSELAND,49,2021,GANGSTER DISCIPLES,7.0,0.589619320636609,1715,26,171
ROSELAND,49,2022,GANGSTER DISCIPLES,7.0,0.5896193205954786,1497,28,147
ROSELAND,49,2023,GANGSTER DISCIPLES,7.0,0.5895045415811142,1557,22,173
ROSELAND,49,2024,GANGSTER DISCIPLES,7.0,0.5904101185971564,1435,24,185
NORTH CENTER,5,2008,INSANE DEUCES,5.0,0.0829542540805709,179,2,0
NORTH CENTER,5,2009,INSANE DEUCES,5.0,0.0829542540805709,168,1,0
NORTH CENTER,5,2010,INSANE DEUCES,4.0,0.14446208636728092,134,0,0
NORTH CENTER,5,2011,,,,175,0,0
NORTH CENTER,5,2012,INSANE DEUCES,2.0,0.17256473150927615,150,0,0
NORTH CENTER,5,2013,,,,114,1,0
NORTH CENTER,5,2014,INSANE DEUCES,1.0,0.14834981418897217,106,0,18
NORTH CENTER,5,2015,INSANE DEUCES,1.0,0.14834981418897217,20,0,0
NORTH CENTER,5,2016,INSANE DEUCES,1.0,0.1483498047845436,115,0,16
NORTH CENTER,5,2017,INSANE DEUCES,1.0,0.1483498047845436,89,0,10
NORTH CENTER,5,2018,,,,107,1,16
NORTH CENTER,5,2019,,,,93,1,17
NORTH CENTER,5,2020,,,,80,2,12
NORTH CENTER,5,2021,,,,108,2,12
NORTH CENTER,5,2022,,,,120,0,8
NORTH CENTER,5,2023,,,,126,0,12
NORTH CENTER,5,2024,,,,118,0,12
PULLMAN,50,2008,CONSERVATIVE VICE LORDS,4.0,0.30480334048569185,357,0,0
PULLMAN,50,2009,CONSERVATIVE VICE LORDS,4.0,0.30480334048569185,323,2,0
PULLMAN,50,2010,LATIN KINGS,4.0,0.42114943591821175,307,0,0
PULLMAN,50,2011,,,,231,3,0
PULLMAN,50,2012,GANGSTER DISCIPLES,4.0,0.36113635606140915,221,4,0
PULLMAN,50,2013,,,,235,0,0
PULLMAN,50,2014,GANGSTER DISCIPLES,4.0,0.3797634420768124,240,1,49
PULLMAN,50,2015,GANGSTER DISCIPLES,4.0,0.37976344207681245,31,0,1
PULLMAN,50,2016,GANGSTER DISCIPLES,4.0,0.37976346646603903,264,2,35
PULLMAN,50,2017,GANGSTER DISCIPLES,4.0,0.37976346646603903,194,1,34
PULLMAN,50,2018,GANGSTER DISCIPLES,4.0,0.3797634664660391,274,3,33
PULLMAN,50,2019,GANGSTER DISCIPLES,4.0,0.37976346646603903,259,4,30
PULLMAN,50,2020,GANGSTER DISCIPLES,4.0,0.37976346646603903,243,3,28
PULLMAN,50,2021,GANGSTER DISCIPLES,4.0,0.3797634664660391,229,6,15
PULLMAN,50,2022,GANGSTER DISCIPLES,4.0,0.3797645477139061,212,4,26
PULLMAN,50,2023,GANGSTER DISCIPLES,4.0,0.38027413879092065,276,0,34
PULLMAN,50,2024,GANGSTER DISCIPLES,4.0,0.37976454771390616,247,5,39
SOUTH DEERING,51,2008,GANGSTER DISCIPLES,3.0,0.11127531075336083,521,4,0
SOUTH DEERING,51,2009,GANGSTER DISCIPLES,3.0,0.11127531075336085,518,6,0
SOUTH DEERING,51,2010,GANGSTER DISCIPLES,4.0,0.12129814828320597,563,2,0
SOUTH DEERING,51,2011,,,,556,3,0
SOUTH DEERING,51,2012,GANGSTER DISCIPLES,2.0,0.09049645245365923,449,10,0
SOUTH DEERING,51,2013,,,,460,5,0
SOUTH DEERING,51,2014,GANGSTER DISCIPLES,2.0,0.09077894464737796,410,5,75
SOUTH DEERING,51,2015,GANGSTER DISCIPLES,2.0,0.0908473104433382,60,1,5
SOUTH DEERING,51,2016,GANGSTER DISCIPLES,2.0,0.09084732570134094,451,3,94
SOUTH DEERING,51,2017,GANGSTER DISCIPLES,2.0,0.09084732570134094,416,7,67
SOUTH DEERING,51,2018,GANGSTER DISCIPLES,2.0,0.09084732570134094,410,4,62
SOUTH DEERING,51,2019,GANGSTER DISCIPLES,2.0,0.09084732570134094,438,2,81
SOUTH DEERING,51,2020,GANGSTER DISCIPLES,2.0,0.09084732570134094,430,10,58
SOUTH DEERING,51,2021,GANGSTER DISCIPLES,2.0,0.09085461349502952,435,6,46
SOUTH DEERING,51,2022,GANGSTER DISCIPLES,2.0,0.09085461349502952,414,7,48
SOUTH DEERING,51,2023,GANGSTER DISCIPLES,2.0,0.0909365621754141,431,5,47
SOUTH DEERING,51,2024,GANGSTER DISCIPLES,2.0,0.09085461349502952,422,2,45
EAST SIDE,52,2008,LATIN KINGS,2.0,0.23230155892056897,398,3,0
EAST SIDE,52,2009,LATIN KINGS,2.0,0.23230155892056897,372,3,0
EAST SIDE,52,2010,LATIN KINGS,2.0,0.504766652655618,368,0,0
EAST SIDE,52,2011,,,,387,0,0
EAST SIDE,52,2012,LATIN KINGS,2.0,0.3096780882855235,359,0,0
EAST SIDE,52,2013,,,,300,1,0
EAST SIDE,52,2014,LATIN KINGS,2.0,0.30967808828420945,263,2,59
EAST SIDE,52,2015,LATIN KINGS,2.0,0.1778769268141458,47,1,2
EAST SIDE,52,2016,LATIN KINGS,2.0,0.177876905844001,305,2,65
EAST SIDE,52,2017,LATIN KINGS,2.0,0.36414393581967464,302,9,71
EAST SIDE,52,2018,LATIN KINGS,2.0,0.36414393581967464,302,2,67
EAST SIDE,52,2019,LATIN KINGS,2.0,0.36414393581967464,277,6,59
EAST SIDE,52,2020,LATIN KINGS,2.0,0.36414393581967464,271,4,49
EAST SIDE,52,2021,LATIN KINGS,2.0,0.36414393581967464,319,2,27
EAST SIDE,52,2022,LATIN KINGS,2.0,0.36414393581967464,355,3,40
EAST SIDE,52,2023,LATIN KINGS,2.0,0.3641519240585241,399,5,42
EAST SIDE,52,2024,LATIN KINGS,2.0,0.36414393581967464,347,3,30
WEST PULLMAN,53,2008,GANGSTER DISCIPLES,6.0,0.7659918662382567,1605,12,0
WEST PULLMAN,53,2009,GANGSTER DISCIPLES,6.0,0.7659918662382567,1514,8,0
WEST PULLMAN,53,2010,GANGSTER DISCIPLES,5.0,0.9223957508172136,1286,14,0
WEST PULLMAN,53,2011,,,,1308,8,0
WEST PULLMAN,53,2012,GANGSTER DISCIPLES,4.0,0.5139952552940469,1176,15,0
WEST PULLMAN,53,2013,,,,1180,19,0
WEST PULLMAN,53,2014,GANGSTER DISCIPLES,4.0,0.5065676610738112,1037,7,212
WEST PULLMAN,53,2015,GANGSTER DISCIPLES,4.0,0.5065676610738117,153,15,11
WEST PULLMAN,53,2016,GANGSTER DISCIPLES,4.0,0.5065676834446458,1048,10,177
WEST PULLMAN,53,2017,GANGSTER DISCIPLES,4.0,0.4999577796258028,1162,10,211
WEST PULLMAN,53,2018,GANGSTER DISCIPLES,4.0,0.5863751141997615,1141,26,189
WEST PULLMAN,53,2019,GANGSTER DISCIPLES,4.0,0.5863751141997616,1120,6,161
WEST PULLMAN,53,2020,GANGSTER DISCIPLES,4.0,0.5962664385082523,1179,19,137
WEST PULLMAN,53,2021,GANGSTER DISCIPLES,4.0,0.5648286969106857,1088,37,92
WEST PULLMAN,53,2022,GANGSTER DISCIPLES,4.0,0.5648286969106857,935,23,106
WEST PULLMAN,53,2023,GANGSTER DISCIPLES,4.0,0.5652589588280442,997,13,104
WEST PULLMAN,53,2024,GANGSTER DISCIPLES,4.0,0.5648286969106856,944,19,114
RIVERDALE,54,2008,GANGSTER DISCIPLES,5.0,0.13742402056328323,346,5,0
